"sno","LargeLS","Ruggedness","SmallLS","DisFromVill","WildPrey","D.0","lcl.0","ucl.0"
558,-0.130154412,-0.760087956,-0.175774834,0.663927402,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
559,-0.130154412,-0.721847776,-0.175774834,0.800322884,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
579,-0.196790175,4.419331987,-0.232904202,-1.053788921,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
580,-0.196790175,0.03923803,-0.232904202,-1.248255056,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
581,-0.196790175,-0.331479271,-0.232904202,-1.372502768,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
582,8.244334137,-1.235434639,4.270080612,-1.029313448,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
583,3.639557747,-1.288014886,1.813622237,-0.803099987,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
584,1.383747728,-0.682014255,0.610250069,-0.639580954,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
585,-0.196790175,1.393046626,-0.232904202,-0.472213511,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
586,-0.196790175,0.72596793,-0.232904202,-0.245301629,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
589,-0.196790175,-0.671923096,-0.232904202,0.6596919,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
590,-0.196790175,-0.313421408,-0.232904202,0.947777076,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
591,-0.196790175,-0.870559587,-0.232904202,0.913807827,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
592,-0.196790175,-0.055300193,-0.232904202,0.932891262,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
593,-0.130154412,-1.296512704,-0.175774834,1.003789166,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
613,-0.196790175,-1.509489262,-0.232904202,-1.330653212,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
614,-0.196790175,-1.328910634,-0.232904202,-1.037117994,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
615,15.53181287,-0.896584154,11.66681934,-1.29089063,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
616,0.971341441,-1.317226135,0.650877718,-1.084982247,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
617,5.390139421,0.165111956,2.74743152,-0.871167514,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
618,-0.196790175,0.303201495,-0.232904202,-0.579277726,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
621,-0.196790175,-0.668736415,-0.232904202,0.021619057,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
622,-0.196790175,0.305857063,-0.232904202,0.256792416,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
624,-0.196790175,0.755179179,-0.232904202,0.822658115,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
627,-0.196790175,-1.168514323,-0.232904202,1.285473737,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
628,-0.196790175,-0.712818845,-0.232904202,1.347447255,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
649,-0.196790175,0.442353261,-0.232904202,-0.872956179,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
650,5.346792745,-0.104162645,3.961247814,-0.937269995,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
651,4.92502625,-1.461689037,3.642075331,-0.84122069,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
652,-0.196790175,2.460584986,-0.232904202,-0.595108181,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
653,-0.196790175,-0.637400712,-0.232904202,-0.369002442,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
655,-0.196790175,-1.56791176,-0.232904202,0.144629736,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
656,-0.196790175,0.926728875,-0.232904202,0.319836055,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
658,-0.196790175,-1.183916618,-0.232904202,0.758948018,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
661,-0.196790175,-1.089378395,-0.232904202,1.614679271,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
662,-0.196790175,-0.200825323,-0.232904202,1.638639807,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
684,-0.196790175,1.753141655,-0.232904202,-0.616311735,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
685,-0.196790175,0.785983768,-0.232904202,-0.58241588,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
686,-0.196790175,0.383930764,-0.232904202,-0.522445288,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
687,-0.196790175,3.196708452,-0.232904202,-0.345256167,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
688,-0.196790175,1.313379585,-0.232904202,-0.096744171,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
691,-0.196790175,2.103676639,-0.232904202,0.635962197,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
692,-0.196790175,-1.190821095,-0.232904202,0.808009054,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
696,-0.196790175,1.780759563,-0.232904202,1.807445523,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
719,-0.196790175,-0.70485214,-0.232904202,-0.584849696,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
720,-0.196790175,-1.205161163,-0.232904202,-0.244615047,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
721,-0.196790175,1.051540574,-0.232904202,-0.18415201,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
722,-0.196790175,0.982495805,-0.232904202,-0.049145081,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
723,-0.196790175,-0.361221633,-0.232904202,0.154612405,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
724,-0.196790175,1.492895985,-0.232904202,0.39972937,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
730,-0.196790175,-0.14452728,-0.232904202,1.763326695,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
754,-0.196790175,2.571587731,-0.232904202,-0.63323362,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
756,-0.196790175,0.295765904,-0.232904202,0.075885097,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
764,-0.196790175,-1.52382933,-0.232904202,1.797243858,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
791,-0.196790175,-0.99749574,-0.232904202,0.130939523,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
793,-0.196790175,0.845468493,-0.232904202,0.744390106,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
794,-0.196790175,-0.523742399,-0.232904202,0.93326178,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
795,-0.196790175,-0.313421408,-0.232904202,1.15707102,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
796,-0.196790175,1.518389439,-0.232904202,1.398736133,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
825,-0.196790175,-0.175862983,-0.232904202,-0.04780743,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
827,-0.196790175,-0.124876076,-0.232904202,0.582653821,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
829,-0.196790175,-0.288459069,-0.232904202,1.229285267,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
831,-0.196790175,-0.077606965,-0.232904202,1.658785077,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
862,-0.196790175,-0.227912117,-0.232904202,0.742575399,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
864,-0.196790175,-1.067602737,-0.232904202,1.375218323,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
865,-0.196790175,1.216185794,-0.232904202,1.703961006,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
866,-0.196790175,-0.889679677,-0.232904202,1.928662802,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
898,-0.196790175,-1.596060781,-0.232904202,1.232623477,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
899,-0.196790175,0.212381067,-0.232904202,1.534928008,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
