FID,Field1,x,y,WPreyD,Rgd,Alt
15118,23403,8718000,3789110,0.5800000,53.6935997,4971.0000000
15119,23404,8718500,3789110,0.5800000,50.5667992,4916.0000000
15120,23405,8719000,3789110,0.5800000,33.6749001,4859.0000000
15121,23406,8719500,3789110,0.5800000,54.4151001,4671.0000000
15127,23427,8624500,3789610,0.0100000,11.5326004,5304.0000000
15128,23428,8625000,3789610,0.0100000,58.5320015,5477.0000000
15129,23429,8625500,3789610,0.0100000,16.1555004,5457.0000000
15134,23434,8628000,3789610,0.0100000,18.0555000,5471.0000000
15136,23436,8629000,3789610,0.0100000,31.9687004,5409.0000000
15137,23437,8629500,3789610,0.0100000,60.3324013,5247.0000000
15138,23438,8630000,3789610,0.0100000,66.5131989,4961.0000000
15139,23439,8630500,3789610,0.0100000,22.2935009,4924.0000000
15140,23440,8631000,3789610,0.0100000,15.3622999,4921.0000000
15141,23441,8631500,3789610,0.0100000,15.4272003,4902.0000000
15142,23442,8632000,3789610,0.0100000,41.1946983,5053.0000000
15143,23443,8632500,3789610,0.0100000,54.0555000,5315.0000000
15144,23444,8633000,3789610,0.0100000,23.4946995,5096.0000000
15145,23445,8633500,3789610,0.0100000,65.1460037,5153.0000000
15150,23450,8636000,3789610,0.0100000,69.3181000,5299.0000000
15151,23451,8636500,3789610,0.0100000,60.4813995,5091.0000000
15152,23452,8637000,3789610,0.0100000,65.2610016,4827.0000000
15153,23453,8637500,3789610,0.0100000,49.9599991,4699.0000000
15154,23454,8638000,3789610,0.0100000,30.7570992,4595.0000000
15155,23455,8638500,3789610,0.0100000,33.0303001,4403.0000000
15156,23456,8639000,3789610,0.0100000,29.4109001,4193.0000000
15157,23457,8639500,3789610,0.0100000,13.8203001,4044.0000000
15158,23458,8640000,3789610,0.0100000,39.1917992,4077.0000000
15159,23459,8640500,3789610,0.0100000,44.6094017,4315.0000000
15160,23460,8641000,3789610,0.0100000,73.2802963,4620.0000000
15161,23461,8641500,3789610,0.0100000,71.0774002,4810.0000000
15162,23462,8642000,3789610,0.0100000,59.6069984,5118.0000000
15163,23463,8642500,3789610,0.0100000,19.4421997,5288.0000000
15164,23464,8643000,3789610,0.0100000,31.7490005,5117.0000000
15165,23465,8643500,3789610,0.0100000,19.9750004,5158.0000000
15166,23466,8644000,3789610,0.0100000,38.7685013,5334.0000000
15169,23469,8645500,3789610,0.0100000,78.4919968,5381.0000000
15170,23470,8646000,3789610,0.0100000,60.9508018,5452.0000000
15171,23471,8646500,3789610,0.0100000,33.1661987,5450.0000000
15172,23472,8647000,3789610,0.0100000,70.4414978,5307.0000000
15173,23473,8647500,3789610,0.0100000,60.7947006,5400.0000000
15174,23474,8648000,3789610,0.0100000,52.2397995,5371.0000000
15178,23478,8650000,3789610,0.0100000,101.2570038,5486.0000000
15179,23479,8650500,3789610,0.0100000,7.2801099,5429.0000000
15180,23480,8651000,3789610,0.0100000,26.0191994,5446.0000000
15189,23489,8655500,3789610,0.0100000,55.9016991,5300.0000000
15190,23490,8656000,3789610,0.0100000,29.1033001,5173.0000000
15191,23491,8656500,3789610,0.0100000,66.8057022,5332.0000000
15192,23492,8657000,3789610,0.0100000,8.1240396,5276.0000000
15199,23499,8660500,3789610,0.0100000,45.9565010,5435.0000000
15200,23500,8661000,3789610,0.0100000,36.0970993,5278.0000000
15201,23501,8661500,3789610,0.0100000,39.9874992,5185.0000000
15202,23502,8662000,3789610,0.0100000,35.2986984,5164.0000000
15203,23503,8662500,3789610,0.0100000,56.0713997,5231.0000000
15204,23504,8663000,3789610,0.0100000,51.2249985,5106.0000000
15205,23505,8663500,3789610,0.0100000,81.0864029,4975.0000000
15206,23506,8664000,3789610,0.0100000,51.5848999,4737.0000000
15207,23507,8664500,3789610,0.0100000,32.9544983,4580.0000000
15208,23508,8665000,3789610,0.0100000,44.6766014,4681.0000000
15209,23509,8665500,3789610,0.0100000,49.5480003,4934.0000000
15210,23510,8666000,3789610,0.0100000,79.8623962,5251.0000000
15211,23511,8666500,3789610,0.0100000,50.3685989,5304.0000000
15212,23512,8667000,3789610,0.0100000,21.3775997,5367.0000000
15213,23513,8667500,3789610,0.0100000,63.3167000,5420.0000000
15214,23514,8668000,3789610,0.0100000,40.1497002,5490.0000000
15216,23516,8669000,3789610,0.0100000,43.4855995,5344.0000000
15217,23517,8669500,3789610,0.0100000,6.8556499,5224.0000000
15218,23518,8670000,3789610,0.0100000,18.6814995,5159.0000000
15219,23519,8670500,3789610,0.0100000,63.7495003,5208.0000000
15220,23520,8671000,3789610,0.0191346,35.8886986,5297.0000000
15221,23521,8671500,3789610,0.0378641,50.0998993,5084.0000000
15222,23522,8672000,3789610,0.0603883,29.6984997,4965.0000000
15223,23523,8672500,3789610,0.0847573,65.0231018,4897.0000000
15224,23524,8673000,3789610,0.1127180,44.2606010,4604.0000000
15225,23525,8673500,3789610,0.1424270,64.8613968,4339.0000000
15226,23526,8674000,3789610,0.1758250,40.2368011,4058.0000000
15227,23527,8674500,3789610,0.2091260,22.2035999,3923.0000000
15228,23528,8675000,3789610,0.2441750,6.3245602,3907.0000000
15229,23529,8675500,3789610,0.2792230,15.0333004,3768.0000000
15230,23530,8676000,3789610,0.3142720,39.9874992,3919.0000000
15231,23531,8676500,3789610,0.3511650,54.4058990,4295.0000000
15232,23532,8677000,3789610,0.3878640,19.3132000,4364.0000000
15233,23533,8677500,3789610,0.4228160,17.2047005,4459.0000000
15234,23534,8678000,3789610,0.4563230,17.6068001,4484.0000000
15235,23535,8678500,3789610,0.4892260,23.1301003,4617.0000000
15236,23536,8679000,3789610,0.5220320,30.9354000,4666.0000000
15237,23537,8679500,3789610,0.5459610,46.7225990,4585.0000000
15238,23538,8680000,3789610,0.5640950,55.4436989,4484.0000000
15239,23539,8680500,3789610,0.5764870,22.7816010,4404.0000000
15240,23540,8681000,3789610,0.5800000,8.3066196,4297.0000000
15241,23541,8681500,3789610,0.5800000,8.3066196,4183.0000000
15242,23542,8682000,3789610,0.5800000,25.2388992,4181.0000000
15243,23543,8682500,3789610,0.5800000,19.0788002,4276.0000000
15244,23544,8683000,3789610,0.5800000,12.6491003,4384.0000000
15245,23545,8683500,3789610,0.5800000,23.4734001,4544.0000000
15246,23546,8684000,3789610,0.5800000,19.5958996,4630.0000000
15247,23547,8684500,3789610,0.5800000,27.8747005,4756.0000000
15248,23548,8685000,3789610,0.5800000,18.5471992,4696.0000000
15249,23549,8685500,3789610,0.5800000,35.8329010,4617.0000000
15250,23550,8686000,3789610,0.5800000,18.0000000,4528.0000000
15251,23551,8686500,3789610,0.5800000,61.5386009,4300.0000000
15252,23552,8687000,3789610,0.5800000,61.4897995,4529.0000000
15253,23553,8687500,3789610,0.5800000,16.7332001,4625.0000000
15254,23554,8688000,3789610,0.5800000,65.0615005,4776.0000000
15255,23555,8688500,3789610,0.5800000,40.7184982,4937.0000000
15256,23556,8689000,3789610,0.5800000,42.4382019,5008.0000000
15257,23557,8689500,3789610,0.5800000,35.7490997,5042.0000000
15258,23558,8690000,3789610,0.5800000,31.2089996,5103.0000000
15259,23559,8690500,3789610,0.5800000,26.5517998,5273.0000000
15260,23560,8691000,3789610,0.5800000,26.4764004,5357.0000000
15268,23568,8695000,3789610,0.5800000,68.0661011,5287.0000000
15269,23569,8695500,3789610,0.5800000,24.4335995,5207.0000000
15270,23570,8696000,3789610,0.5800000,104.5510025,5256.0000000
15271,23571,8696500,3789610,0.5800000,28.9309998,5179.0000000
15272,23572,8697000,3789610,0.5800000,56.8507004,5167.0000000
15273,23573,8697500,3789610,0.5800000,67.6461029,4936.0000000
15274,23574,8698000,3789610,0.5800000,50.2195015,4705.0000000
15275,23575,8698500,3789610,0.5800000,51.3419991,4846.0000000
15276,23576,8699000,3789610,0.5800000,30.5941010,4824.0000000
15277,23577,8699500,3789610,0.5800000,60.3903999,4540.0000000
15278,23578,8700000,3789610,0.5800000,51.9614983,4657.0000000
15279,23579,8700500,3789610,0.5800000,44.2944984,4831.0000000
15280,23580,8701000,3789610,0.5800000,49.9300003,5050.0000000
15281,23581,8701500,3789610,0.5800000,65.4216995,5311.0000000
15289,23589,8705500,3789610,0.5800000,25.6905003,5450.0000000
15291,23591,8706500,3789610,0.5800000,93.0805969,5317.0000000
15292,23592,8707000,3789610,0.5800000,87.9886017,5006.0000000
15293,23593,8707500,3789610,0.5800000,19.5191994,4961.0000000
15294,23594,8708000,3789610,0.5800000,68.7240982,5119.0000000
15295,23595,8708500,3789610,0.5800000,49.8498001,5104.0000000
15296,23596,8709000,3789610,0.5800000,44.3959007,5052.0000000
15297,23597,8709500,3789610,0.5800000,37.1618004,5317.0000000
15303,23603,8712500,3789610,0.5800000,48.3011017,5428.0000000
15304,23604,8713000,3789610,0.5800000,34.3219986,5244.0000000
15305,23605,8713500,3789610,0.5800000,100.8219986,5459.0000000
15308,23608,8715000,3789610,0.5800000,27.2579994,5451.0000000
15309,23609,8715500,3789610,0.5800000,21.4941998,5292.0000000
15310,23610,8716000,3789610,0.5800000,32.5575981,5256.0000000
15311,23611,8716500,3789610,0.5800000,82.3528976,5321.0000000
15312,23612,8717000,3789610,0.5800000,77.0325012,4943.0000000
15313,23613,8717500,3789610,0.5800000,17.8045006,4737.0000000
15314,23614,8718000,3789610,0.5800000,86.2727966,4801.0000000
15315,23615,8718500,3789610,0.5800000,75.1266022,4649.0000000
15316,23616,8719000,3789610,0.5800000,74.8599014,4555.0000000
15323,23638,8624500,3790110,0.0100000,31.7961998,5277.0000000
15324,23639,8625000,3790110,0.0100000,18.4932003,5478.0000000
15325,23640,8625500,3790110,0.0100000,24.6779003,5345.0000000
15326,23641,8626000,3790110,0.0100000,53.8516006,5328.0000000
15327,23642,8626500,3790110,0.0100000,42.5676003,5477.0000000
15329,23644,8627500,3790110,0.0100000,69.2314987,5449.0000000
15334,23649,8630000,3790110,0.0100000,72.1595001,5217.0000000
15335,23650,8630500,3790110,0.0100000,41.4487991,4908.0000000
15336,23651,8631000,3790110,0.0100000,17.9165001,4891.0000000
15337,23652,8631500,3790110,0.0100000,10.5356998,4880.0000000
15338,23653,8632000,3790110,0.0100000,44.2719002,4893.0000000
15339,23654,8632500,3790110,0.0100000,37.5499992,5020.0000000
15340,23655,8633000,3790110,0.0100000,53.0471001,5037.0000000
15341,23656,8633500,3790110,0.0100000,56.9824982,5066.0000000
15342,23657,8634000,3790110,0.0100000,41.1460991,5384.0000000
15345,23660,8635500,3790110,0.0100000,26.4386005,5364.0000000
15346,23661,8636000,3790110,0.0100000,27.5681000,5084.0000000
15347,23662,8636500,3790110,0.0100000,24.4745007,5184.0000000
15348,23663,8637000,3790110,0.0100000,40.2491989,4980.0000000
15349,23664,8637500,3790110,0.0100000,44.6766014,4755.0000000
15350,23665,8638000,3790110,0.0100000,33.3616982,4551.0000000
15351,23666,8638500,3790110,0.0100000,45.0555000,4338.0000000
15352,23667,8639000,3790110,0.0100000,17.6917992,4167.0000000
15353,23668,8639500,3790110,0.0100000,19.1310997,4052.0000000
15354,23669,8640000,3790110,0.0100000,34.1174011,4113.0000000
15355,23670,8640500,3790110,0.0100000,59.0508003,4357.0000000
15356,23671,8641000,3790110,0.0100000,50.5667992,4705.0000000
15357,23672,8641500,3790110,0.0100000,22.9783001,4925.0000000
15358,23673,8642000,3790110,0.0100000,55.2086983,5080.0000000
15359,23674,8642500,3790110,0.0100000,33.4813004,5060.0000000
15360,23675,8643000,3790110,0.0100000,12.2882004,5030.0000000
15361,23676,8643500,3790110,0.0100000,34.1906013,5082.0000000
15362,23677,8644000,3790110,0.0100000,30.7245998,5239.0000000
15363,23678,8644500,3790110,0.0100000,49.1222992,5375.0000000
15364,23679,8645000,3790110,0.0100000,37.8286018,5275.0000000
15365,23680,8645500,3790110,0.0100000,50.2593002,5394.0000000
15367,23682,8646500,3790110,0.0100000,84.7643967,5375.0000000
15368,23683,8647000,3790110,0.0100000,36.3180008,5351.0000000
15373,23688,8649500,3790110,0.0100000,46.7546997,5432.0000000
15374,23689,8650000,3790110,0.0100000,27.7668991,5342.0000000
15375,23690,8650500,3790110,0.0100000,28.1956997,5379.0000000
15376,23691,8651000,3790110,0.0100000,37.4031982,5394.0000000
15383,23698,8654500,3790110,0.0100000,30.9515991,5487.0000000
15385,23700,8655500,3790110,0.0100000,30.5450001,5293.0000000
15386,23701,8656000,3790110,0.0100000,33.9117012,5055.0000000
15387,23702,8656500,3790110,0.0100000,13.8923998,5175.0000000
15388,23703,8657000,3790110,0.0100000,36.3180008,5305.0000000
15393,23708,8659500,3790110,0.0100000,27.4225998,5435.0000000
15394,23709,8660000,3790110,0.0100000,16.6131992,5388.0000000
15395,23710,8660500,3790110,0.0100000,84.3563995,5461.0000000
15396,23711,8661000,3790110,0.0100000,62.6018982,5398.0000000
15397,23712,8661500,3790110,0.0100000,41.8927002,5182.0000000
15398,23713,8662000,3790110,0.0100000,31.9687004,5072.0000000
15399,23714,8662500,3790110,0.0100000,20.6397991,4982.0000000
15400,23715,8663000,3790110,0.0100000,23.1301003,4838.0000000
15401,23716,8663500,3790110,0.0100000,27.2213001,4732.0000000
15402,23717,8664000,3790110,0.0100000,90.6697006,4735.0000000
15403,23718,8664500,3790110,0.0100000,40.8656006,4775.0000000
15404,23719,8665000,3790110,0.0100000,39.5853996,4843.0000000
15405,23720,8665500,3790110,0.0100000,112.4860001,5059.0000000
15406,23721,8666000,3790110,0.0100000,58.8473015,5360.0000000
15407,23722,8666500,3790110,0.0100000,28.0179005,5497.0000000
15408,23723,8667000,3790110,0.0100000,18.5202999,5493.0000000
15411,23726,8668500,3790110,0.0100000,42.9417992,5398.0000000
15412,23727,8669000,3790110,0.0100000,21.0713005,5249.0000000
15413,23728,8669500,3790110,0.0100000,6.3245602,5249.0000000
15414,23729,8670000,3790110,0.0100000,26.6082993,5320.0000000
15415,23730,8670500,3790110,0.0100000,38.3144989,5396.0000000
15416,23731,8671000,3790110,0.0174277,48.8261986,5166.0000000
15417,23732,8671500,3790110,0.0345631,44.4071999,5038.0000000
15418,23733,8672000,3790110,0.0571845,29.0172005,4864.0000000
15419,23734,8672500,3790110,0.0818831,45.1330986,4869.0000000
15420,23735,8673000,3790110,0.1096120,80.7898026,4654.0000000
15421,23736,8673500,3790110,0.1394170,54.4151001,4379.0000000
15422,23737,8674000,3790110,0.1727180,26.5517998,4115.0000000
15423,23738,8674500,3790110,0.2060190,25.1396008,3914.0000000
15424,23739,8675000,3790110,0.2410680,10.1980000,3909.0000000
15425,23740,8675500,3790110,0.2761160,16.0935001,3804.0000000
15426,23741,8676000,3790110,0.3130100,37.2155991,3856.0000000
15427,23742,8676500,3790110,0.3479610,64.2183990,4147.0000000
15428,23743,8677000,3790110,0.3846600,21.2131996,4351.0000000
15429,23744,8677500,3790110,0.4196120,27.8388004,4433.0000000
15430,23745,8678000,3790110,0.4544660,30.2819996,4449.0000000
15431,23746,8678500,3790110,0.4859350,20.9044991,4501.0000000
15432,23747,8679000,3790110,0.5152730,29.3598003,4481.0000000
15433,23748,8679500,3790110,0.5390730,21.1424007,4422.0000000
15434,23749,8680000,3790110,0.5606050,15.4596004,4371.0000000
15435,23750,8680500,3790110,0.5730700,26.2868996,4279.0000000
15436,23751,8681000,3790110,0.5800000,6.3245602,4207.0000000
15437,23752,8681500,3790110,0.5800000,30.9030991,4199.0000000
15438,23753,8682000,3790110,0.5800000,30.7733994,4214.0000000
15439,23754,8682500,3790110,0.5800000,21.4708996,4368.0000000
15440,23755,8683000,3790110,0.5800000,16.6131992,4473.0000000
15441,23756,8683500,3790110,0.5800000,29.7152996,4565.0000000
15442,23757,8684000,3790110,0.5800000,13.2665005,4668.0000000
15443,23758,8684500,3790110,0.5800000,21.4941998,4751.0000000
15444,23759,8685000,3790110,0.5800000,14.6629000,4699.0000000
15445,23760,8685500,3790110,0.5800000,20.3223991,4576.0000000
15446,23761,8686000,3790110,0.5800000,6.5574398,4515.0000000
15447,23762,8686500,3790110,0.5800000,111.5660019,4354.0000000
15448,23763,8687000,3790110,0.5800000,80.3740997,4261.0000000
15449,23764,8687500,3790110,0.5800000,85.0706024,4637.0000000
15450,23765,8688000,3790110,0.5800000,40.4968987,4944.0000000
15451,23766,8688500,3790110,0.5800000,37.3095016,5082.0000000
15452,23767,8689000,3790110,0.5800000,24.1868000,5145.0000000
15453,23768,8689500,3790110,0.5800000,4.6904202,5111.0000000
15454,23769,8690000,3790110,0.5800000,21.0237999,5084.0000000
15455,23770,8690500,3790110,0.5800000,19.7989998,5134.0000000
15456,23771,8691000,3790110,0.5800000,50.9902000,5265.0000000
15457,23772,8691500,3790110,0.5800000,44.4410019,5353.0000000
15458,23773,8692000,3790110,0.5800000,21.2602997,5269.0000000
15459,23774,8692500,3790110,0.5800000,24.0207996,5350.0000000
15464,23779,8695000,3790110,0.5800000,26.9444008,5429.0000000
15465,23780,8695500,3790110,0.5800000,27.4773006,5190.0000000
15466,23781,8696000,3790110,0.5800000,30.0000000,5048.0000000
15467,23782,8696500,3790110,0.5800000,49.8196983,5072.0000000
15468,23783,8697000,3790110,0.5800000,18.3848000,4958.0000000
15469,23784,8697500,3790110,0.5800000,22.4722004,4770.0000000
15470,23785,8698000,3790110,0.5800000,37.3764992,4897.0000000
15471,23786,8698500,3790110,0.5800000,35.2561989,5049.0000000
15472,23787,8699000,3790110,0.5800000,53.8237991,4953.0000000
15473,23788,8699500,3790110,0.5800000,73.5458984,4628.0000000
15474,23789,8700000,3790110,0.5800000,65.0998993,4682.0000000
15475,23790,8700500,3790110,0.5800000,41.2310982,4937.0000000
15476,23791,8701000,3790110,0.5800000,52.0672989,5144.0000000
15477,23792,8701500,3790110,0.5800000,72.8766022,5358.0000000
15484,23799,8705000,3790110,0.5800000,27.0000000,5426.0000000
15485,23800,8705500,3790110,0.5800000,21.4941998,5336.0000000
15486,23801,8706000,3790110,0.5800000,15.5885000,5257.0000000
15487,23802,8706500,3790110,0.5800000,27.7849007,5138.0000000
15488,23803,8707000,3790110,0.5800000,44.3734016,4996.0000000
15489,23804,8707500,3790110,0.5800000,32.0155983,5165.0000000
15490,23805,8708000,3790110,0.5800000,67.3498001,5394.0000000
15491,23806,8708500,3790110,0.5800000,32.0312004,5292.0000000
15492,23807,8709000,3790110,0.5800000,53.2915993,5143.0000000
15493,23808,8709500,3790110,0.5800000,38.6394005,5303.0000000
15499,23814,8712500,3790110,0.5800000,23.7696991,5459.0000000
15500,23815,8713000,3790110,0.5800000,18.9736996,5210.0000000
15501,23816,8713500,3790110,0.5800000,50.5172997,5330.0000000
15502,23817,8714000,3790110,0.5800000,9.4868298,5323.0000000
15503,23818,8714500,3790110,0.5800000,24.5356998,5386.0000000
15504,23819,8715000,3790110,0.5800000,22.1359005,5488.0000000
15505,23820,8715500,3790110,0.5800000,20.4939003,5372.0000000
15506,23821,8716000,3790110,0.5800000,46.7868004,5443.0000000
15507,23822,8716500,3790110,0.5800000,80.0250015,5481.0000000
15508,23823,8717000,3790110,0.5800000,97.6115036,5182.0000000
15509,23824,8717500,3790110,0.5800000,48.1455994,4924.0000000
15510,23825,8718000,3790110,0.5800000,50.0299988,4785.0000000
15511,23826,8718500,3790110,0.5800000,33.9117012,4709.0000000
15512,23827,8719000,3790110,0.5800000,40.9878006,4556.0000000
15519,23849,8624500,3790610,0.0100000,19.9498997,5247.0000000
15520,23850,8625000,3790610,0.0100000,60.5227013,5288.0000000
15521,23851,8625500,3790610,0.0100000,43.0928993,5200.0000000
15522,23852,8626000,3790610,0.0100000,20.0499001,5216.0000000
15523,23853,8626500,3790610,0.0100000,28.6182003,5311.0000000
15524,23854,8627000,3790610,0.0100000,39.0895996,5426.0000000
15525,23855,8627500,3790610,0.0100000,28.5657005,5328.0000000
15526,23856,8628000,3790610,0.0100000,14.9666004,5264.0000000
15527,23857,8628500,3790610,0.0100000,48.3529015,5315.0000000
15530,23860,8630000,3790610,0.0100000,53.9630013,5386.0000000
15531,23861,8630500,3790610,0.0100000,75.8354034,5108.0000000
15532,23862,8631000,3790610,0.0100000,12.9228001,4834.0000000
15533,23863,8631500,3790610,0.0100000,22.3607006,4860.0000000
15534,23864,8632000,3790610,0.0100000,22.0454006,4836.0000000
15535,23865,8632500,3790610,0.0100000,44.0453987,4897.0000000
15536,23866,8633000,3790610,0.0100000,37.8021011,4916.0000000
15537,23867,8633500,3790610,0.0100000,57.3759995,5020.0000000
15538,23868,8634000,3790610,0.0100000,51.1859016,5092.0000000
15539,23869,8634500,3790610,0.0100000,24.7385998,5227.0000000
15540,23870,8635000,3790610,0.0100000,81.5966034,5389.0000000
15541,23871,8635500,3790610,0.0100000,62.0644989,5446.0000000
15542,23872,8636000,3790610,0.0100000,82.7768021,5073.0000000
15543,23873,8636500,3790610,0.0100000,14.9666004,4947.0000000
15544,23874,8637000,3790610,0.0100000,37.0540009,4837.0000000
15545,23875,8637500,3790610,0.0100000,38.8072014,4614.0000000
15546,23876,8638000,3790610,0.0100000,28.9827995,4446.0000000
15547,23877,8638500,3790610,0.0100000,36.9188004,4309.0000000
15548,23878,8639000,3790610,0.0100000,27.9284992,4108.0000000
15549,23879,8639500,3790610,0.0100000,19.1571999,4052.0000000
15550,23880,8640000,3790610,0.0100000,45.9565010,4081.0000000
15551,23881,8640500,3790610,0.0100000,50.6063004,4417.0000000
15552,23882,8641000,3790610,0.0100000,64.3350983,4679.0000000
15553,23883,8641500,3790610,0.0100000,30.5778008,4899.0000000
15554,23884,8642000,3790610,0.0100000,33.4514999,4827.0000000
15555,23885,8642500,3790610,0.0100000,42.6731987,4889.0000000
15556,23886,8643000,3790610,0.0100000,22.5610008,4863.0000000
15557,23887,8643500,3790610,0.0100000,43.6348000,5115.0000000
15558,23888,8644000,3790610,0.0100000,49.6487999,5130.0000000
15559,23889,8644500,3790610,0.0100000,34.3219986,5285.0000000
15560,23890,8645000,3790610,0.0100000,22.4722004,5233.0000000
15561,23891,8645500,3790610,0.0100000,25.7098999,5411.0000000
15562,23892,8646000,3790610,0.0100000,57.4891014,5246.0000000
15563,23893,8646500,3790610,0.0100000,28.1424999,5166.0000000
15564,23894,8647000,3790610,0.0100000,54.6716995,5316.0000000
15569,23899,8649500,3790610,0.0100000,24.6170998,5363.0000000
15570,23900,8650000,3790610,0.0100000,10.2955999,5282.0000000
15571,23901,8650500,3790610,0.0100000,22.2035999,5330.0000000
15572,23902,8651000,3790610,0.0100000,32.8786011,5489.0000000
15579,23909,8654500,3790610,0.0100000,23.2808990,5324.0000000
15580,23910,8655000,3790610,0.0100000,29.4787998,5272.0000000
15581,23911,8655500,3790610,0.0100000,43.1277008,5207.0000000
15582,23912,8656000,3790610,0.0100000,13.2665005,4989.0000000
15583,23913,8656500,3790610,0.0100000,47.7388992,5142.0000000
15584,23914,8657000,3790610,0.0100000,59.8079987,5426.0000000
15590,23920,8660000,3790610,0.0100000,20.3960991,5398.0000000
15591,23921,8660500,3790610,0.0100000,22.7816010,5302.0000000
15592,23922,8661000,3790610,0.0100000,13.9642000,5234.0000000
15593,23923,8661500,3790610,0.0100000,19.5704002,5151.0000000
15594,23924,8662000,3790610,0.0100000,32.7719002,5069.0000000
15595,23925,8662500,3790610,0.0100000,46.4435005,4976.0000000
15596,23926,8663000,3790610,0.0100000,66.1437988,4877.0000000
15597,23927,8663500,3790610,0.0100000,60.8441010,4877.0000000
15598,23928,8664000,3790610,0.0100000,74.2360992,5003.0000000
15599,23929,8664500,3790610,0.0100000,63.2613983,5061.0000000
15600,23930,8665000,3790610,0.0100000,62.2655983,5032.0000000
15601,23931,8665500,3790610,0.0100000,40.4598999,5168.0000000
15602,23932,8666000,3790610,0.0100000,35.3412018,5382.0000000
15607,23937,8668500,3790610,0.0100000,29.7152996,5323.0000000
15608,23938,8669000,3790610,0.0100000,39.6862984,5285.0000000
15609,23939,8669500,3790610,0.0100000,48.2494011,5382.0000000
15611,23941,8670500,3790610,0.0100000,35.5667992,5338.0000000
15612,23942,8671000,3790610,0.0159807,47.2863998,5080.0000000
15613,23943,8671500,3790610,0.0315260,26.5706997,4832.0000000
15614,23944,8672000,3790610,0.0526059,54.2125015,4706.0000000
15615,23945,8672500,3790610,0.0771104,55.8210983,4602.0000000
15616,23946,8673000,3790610,0.1051620,70.7107010,4576.0000000
15617,23947,8673500,3790610,0.1368180,30.2985001,4640.0000000
15618,23948,8674000,3790610,0.1702270,117.7959976,4278.0000000
15619,23949,8674500,3790610,0.2036360,41.1460991,4000.0000000
15620,23950,8675000,3790610,0.2380580,17.7199993,3923.0000000
15621,23951,8675500,3790610,0.2731070,27.3129997,3800.0000000
15622,23952,8676000,3790610,0.3099030,17.6068001,3844.0000000
15623,23953,8676500,3790610,0.3448540,65.2533035,4000.0000000
15624,23954,8677000,3790610,0.3809090,27.8747005,4332.0000000
15625,23955,8677500,3790610,0.4164080,9.7979603,4363.0000000
15626,23956,8678000,3790610,0.4494170,32.5423012,4333.0000000
15627,23957,8678500,3790610,0.4808060,17.1464005,4372.0000000
15628,23958,8679000,3790610,0.5085580,16.7033005,4361.0000000
15629,23959,8679500,3790610,0.5322290,16.7033005,4348.0000000
15630,23960,8680000,3790610,0.5554460,22.8910007,4284.0000000
15631,23961,8680500,3790610,0.5696520,18.7616997,4221.0000000
15632,23962,8681000,3790610,0.5782970,26.2488003,4288.0000000
15633,23963,8681500,3790610,0.5800000,40.2864990,4233.0000000
15634,23964,8682000,3790610,0.5800000,26.5330009,4328.0000000
15635,23965,8682500,3790610,0.5800000,27.0000000,4393.0000000
15636,23966,8683000,3790610,0.5800000,22.9347000,4521.0000000
15637,23967,8683500,3790610,0.5800000,18.9473000,4602.0000000
15638,23968,8684000,3790610,0.5800000,26.9071999,4661.0000000
15639,23969,8684500,3790610,0.5800000,26.8327999,4771.0000000
15640,23970,8685000,3790610,0.5800000,16.1555004,4660.0000000
15641,23971,8685500,3790610,0.5800000,28.9654999,4603.0000000
15642,23972,8686000,3790610,0.5800000,32.1403008,4494.0000000
15643,23973,8686500,3790610,0.5800000,43.9090004,4302.0000000
15644,23974,8687000,3790610,0.5800000,73.8038025,4257.0000000
15645,23975,8687500,3790610,0.5800000,60.6548004,4399.0000000
15646,23976,8688000,3790610,0.5800000,111.3280029,4652.0000000
15647,23977,8688500,3790610,0.5800000,80.8888016,4855.0000000
15648,23978,8689000,3790610,0.5800000,73.0478973,5073.0000000
15649,23979,8689500,3790610,0.5800000,23.8327999,5064.0000000
15650,23980,8690000,3790610,0.5800000,11.3136997,5043.0000000
15651,23981,8690500,3790610,0.5800000,47.1063004,5084.0000000
15652,23982,8691000,3790610,0.5800000,79.5235977,5195.0000000
15653,23983,8691500,3790610,0.5800000,12.5698004,5193.0000000
15654,23984,8692000,3790610,0.5800000,28.3019009,5269.0000000
15655,23985,8692500,3790610,0.5800000,37.7226982,5453.0000000
15660,23990,8695000,3790610,0.5800000,41.9524002,5332.0000000
15661,23991,8695500,3790610,0.5800000,27.6947994,5184.0000000
15662,23992,8696000,3790610,0.5800000,18.1383991,5046.0000000
15663,23993,8696500,3790610,0.5800000,15.7480001,4974.0000000
15664,23994,8697000,3790610,0.5800000,26.9258003,4879.0000000
15665,23995,8697500,3790610,0.5800000,41.7851982,4894.0000000
15666,23996,8698000,3790610,0.5800000,61.3922005,5105.0000000
15667,23997,8698500,3790610,0.5800000,40.2616005,5113.0000000
15668,23998,8699000,3790610,0.5800000,69.5988998,4896.0000000
15669,23999,8699500,3790610,0.5800000,65.4905014,4631.0000000
15670,24000,8700000,3790610,0.5800000,76.1576996,4705.0000000
15671,24001,8700500,3790610,0.5800000,55.0817986,5005.0000000
15672,24002,8701000,3790610,0.5800000,49.7092018,5313.0000000
15673,24003,8701500,3790610,0.5800000,41.3642006,5350.0000000
15681,24011,8705500,3790610,0.5800000,54.4333992,5425.0000000
