"","x","y"
"1034",8719000,3744110
"1035",8719500,3744110
"1036",8720000,3744110
"1037",8720500,3744110
"1038",8676500,3744610
"1039",8677000,3744610
"1040",8677500,3744610
"1041",8678000,3744610
"1042",8678500,3744610
"1043",8679000,3744610
"1044",8679500,3744610
"1045",8680000,3744610
"1046",8680500,3744610
"1047",8681000,3744610
"1048",8681500,3744610
"1049",8682000,3744610
"1050",8682500,3744610
"1051",8683000,3744610
"1052",8683500,3744610
"1053",8684000,3744610
"1054",8684500,3744610
"1055",8685000,3744610
"1056",8685500,3744610
"1057",8686000,3744610
"1058",8686500,3744610
"1059",8687000,3744610
"1060",8687500,3744610
"1061",8688000,3744610
"1062",8688500,3744610
"1063",8689000,3744610
"1064",8689500,3744610
"1065",8690000,3744610
"1066",8690500,3744610
"1067",8691000,3744610
"1068",8691500,3744610
"1069",8692000,3744610
"1070",8692500,3744610
"1071",8693000,3744610
"1072",8693500,3744610
"1073",8694000,3744610
"1074",8694500,3744610
"1075",8695000,3744610
"1076",8695500,3744610
"1077",8696000,3744610
"1078",8696500,3744610
"1079",8697000,3744610
"1080",8697500,3744610
"1081",8698000,3744610
"1082",8698500,3744610
"1083",8699000,3744610
"1084",8699500,3744610
"1085",8700000,3744610
"1086",8700500,3744610
"1087",8701000,3744610
"1088",8701500,3744610
"1089",8702000,3744610
"1090",8702500,3744610
"1091",8703000,3744610
"1092",8703500,3744610
"1093",8704000,3744610
"1094",8704500,3744610
"1095",8705000,3744610
"1096",8705500,3744610
"1097",8706000,3744610
"1098",8706500,3744610
"1099",8707000,3744610
"1100",8707500,3744610
"1101",8708000,3744610
"1102",8708500,3744610
"1103",8709000,3744610
"1104",8709500,3744610
"1105",8710000,3744610
"1106",8710500,3744610
"1107",8711000,3744610
"1108",8711500,3744610
"1109",8712000,3744610
"1110",8712500,3744610
"1111",8713000,3744610
"1112",8713500,3744610
"1113",8714000,3744610
"1114",8714500,3744610
"1115",8715000,3744610
"1116",8715500,3744610
"1117",8716000,3744610
"1118",8716500,3744610
"1119",8717000,3744610
"1120",8717500,3744610
"1121",8718000,3744610
"1122",8718500,3744610
"1123",8719000,3744610
"1124",8719500,3744610
"1125",8720000,3744610
"1126",8720500,3744610
"1127",8721000,3744610
"1128",8676000,3745110
"1129",8676500,3745110
"1130",8677000,3745110
"1131",8677500,3745110
"1132",8678000,3745110
"1133",8678500,3745110
"1134",8679000,3745110
"1135",8679500,3745110
"1136",8680000,3745110
"1137",8680500,3745110
"1138",8681000,3745110
"1139",8681500,3745110
"1140",8682000,3745110
"1141",8682500,3745110
"1142",8683000,3745110
"1143",8683500,3745110
"1144",8684000,3745110
"1145",8684500,3745110
"1146",8685000,3745110
"1147",8685500,3745110
"1148",8686000,3745110
"1149",8686500,3745110
"1150",8687000,3745110
"1151",8687500,3745110
"1152",8688000,3745110
"1153",8688500,3745110
"1154",8689000,3745110
"1155",8689500,3745110
"1156",8690000,3745110
"1157",8690500,3745110
"1158",8691000,3745110
"1159",8691500,3745110
"1160",8692000,3745110
"1161",8692500,3745110
"1162",8693000,3745110
"1163",8693500,3745110
"1164",8694000,3745110
"1165",8694500,3745110
"1166",8695000,3745110
"1167",8695500,3745110
"1168",8696000,3745110
"1169",8696500,3745110
"1170",8697000,3745110
"1171",8697500,3745110
"1172",8698000,3745110
"1173",8698500,3745110
"1174",8699000,3745110
"1175",8699500,3745110
"1176",8700000,3745110
"1177",8700500,3745110
"1178",8701000,3745110
"1179",8701500,3745110
"1180",8702000,3745110
"1181",8702500,3745110
"1182",8703000,3745110
"1183",8703500,3745110
"1184",8704000,3745110
"1185",8704500,3745110
"1186",8705000,3745110
"1187",8705500,3745110
"1188",8706000,3745110
"1189",8706500,3745110
"1190",8707000,3745110
"1191",8707500,3745110
"1192",8708000,3745110
"1193",8708500,3745110
"1194",8709000,3745110
"1195",8709500,3745110
"1196",8710000,3745110
"1197",8710500,3745110
"1198",8711000,3745110
"1199",8711500,3745110
"1200",8712000,3745110
"1201",8712500,3745110
"1202",8713000,3745110
"1203",8713500,3745110
"1204",8714000,3745110
"1205",8714500,3745110
"1206",8715000,3745110
"1207",8715500,3745110
"1208",8716000,3745110
"1209",8716500,3745110
"1210",8717000,3745110
"1211",8717500,3745110
"1212",8718000,3745110
"1213",8718500,3745110
"1214",8719000,3745110
"1215",8719500,3745110
"1216",8720000,3745110
"1217",8720500,3745110
"1218",8721000,3745110
"1219",8675000,3745610
"1220",8675500,3745610
"1221",8676000,3745610
"1222",8676500,3745610
"1223",8677000,3745610
"1224",8677500,3745610
"1225",8678000,3745610
"1226",8678500,3745610
"1227",8679000,3745610
"1228",8679500,3745610
"1229",8680000,3745610
"1230",8680500,3745610
"1231",8681000,3745610
"1232",8681500,3745610
"1233",8682000,3745610
"1234",8682500,3745610
"1235",8683000,3745610
"1236",8683500,3745610
"1237",8684000,3745610
"1238",8684500,3745610
"1239",8685000,3745610
"1240",8685500,3745610
"1241",8686000,3745610
"1242",8686500,3745610
"1243",8687000,3745610
"1244",8687500,3745610
"1245",8688000,3745610
"1246",8688500,3745610
"1247",8689000,3745610
"1248",8689500,3745610
