"","FID","Field1","WPreyD","Rgd","Alt","StdAlt","StdRgd","StdWPreyD","D.0"
"16073",19646,28533,0.0146154,46.2817001,5261,0.951478778056172,0.253979731229203,-0.980171533613644,2.42112463462758e-05
"16074",19647,28534,0.0160577,64.9307022,5080,0.595843625682942,1.13052548457826,-0.973479470140636,2.43030979806344e-05
"16075",19648,28535,0.0175,46.5295982,4885,0.212700781965926,0.265631508930397,-0.966787406667629,2.43952980779598e-05
"16076",19649,28536,0.0190385,33.1058998,4640,-0.268683816550324,-0.365313019021501,-0.959648989103168,2.44940334226109e-05
"16077",19650,28537,0.0204808,52.9244995,4470,-0.602705782867722,0.566206496672038,-0.952956925630161,2.45869578829927e-05
"16078",19651,28538,0.0220579,29.1548004,4297,-0.942622254473075,-0.55102372791407,-0.945639409646468,2.46889707765986e-05
"16079",19652,28539,0.0235577,17.1464005,4199,-1.13517609387957,-1.1154459892458,-0.938680554486781,2.47863762305143e-05
"16080",19653,28540,0.0250962,6.3245602,4121,-1.28843323136638,-1.62409723543696,-0.93154213692232,2.48866943898559e-05
"16081",19654,28541,0.0265916,5,4115,-1.30022224194229,-1.68635459441732,-0.924603697126484,2.49845913080911e-05
"16082",19655,28542,0.0280968,6.78233,4114,-1.30218707703827,-1.60258100780989,-0.917619786747526,2.50835186817646e-05
"16083",19656,28543,0.0296452,18.8148994,4133,-1.26485521021456,-1.03702272469683,-0.910435434614402,2.51856940675052e-05
"16084",19657,28544,0.0310968,12.2066002,4104,-1.32183542799812,-1.3476279018296,-0.903700220485984,2.52818597961476e-05
"16085",19658,28545,0.0324516,18.0555,4096,-1.337554108766,-1.07271623342167,-0.897414144362272,2.53719439556801e-05
"16086",19659,28546,0.0336334,45.4422989,4204,-1.12535191839965,0.214525954921456,-0.891930763226308,2.54507869795896e-05
"16087",19660,28547,0.034791,51.7204018,4340,-0.858134345345733,0.509611150717717,-0.886559666591521,2.55282530407462e-05
"16088",19661,28548,0.0357692,72.353302,4545,-0.45534315066887,1.47940465240781,-0.882020960019175,2.55938975146736e-05
"16089",19662,28549,0.0364537,68.1396027,4766,-0.0211145944562525,1.28135114758757,-0.878844978983833,2.56399329017855e-05
"16090",19663,28550,0.0368571,92.8924026,4821,0.0869513358229058,2.44478935835617,-0.876973261307197,2.56671019489227e-05
"16091",19664,28551,0.0371429,32.6803017,4994,0.426867807428258,-0.385317103164343,-0.875647190628015,2.56863680411997e-05
"16092",19665,28552,0.0373333,34.7563019,5035,0.507426046363631,-0.287740345464166,-0.874763762155949,2.56992111401442e-05
"16093",19666,28553,0.0376115,45.0666008,5045,0.527074397323478,0.196867284911638,-0.873472954377962,2.57179881814174e-05
"16094",19667,28554,0.0378981,136.9530029,5076,0.587984285299003,4.51573834940031,-0.872143171814442,2.57373465257531e-05
"16095",19668,28555,0.0380892,42.4617004,5044,0.525109562227493,0.0744310080924487,-0.871256495443582,2.57502624366257e-05
"16096",19669,28556,0.0381905,43.6692009,4958,0.356133743972809,0.131186293429773,-0.870786478089484,2.5757111646747e-05
"16097",19670,28557,0.0382911,135.173996,5226,0.882709549696708,4.43212095609358,-0.87031970863418,2.57639153306303e-05
"16098",19671,28558,0.0383861,63.4192009,5402,1.22852052659001,1.05948146631968,-0.869878922369232,2.57703419305112e-05
"16099",19672,28559,0.038481,105.9580002,5396,1.21673151601411,3.05890232964741,-0.869438600089825,2.5776763366083e-05
"16100",19673,28560,0.0385759,84.2556,5376,1.17743481409441,2.03883988175956,-0.868998277810418,2.57831864017436e-05
"16101",19675,28562,0.0389557,43.4051018,5471,1.36409414821296,0.118773031673086,-0.867236060721707,2.58089081048672e-05
