#Poly ID,X,Y,Usage,/,Camera,Lure,LureType,Habitat,Terrain,Site
687,299531.156,4041912.139,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
688,299826.191,4041417.954,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
689,297563.0068,4036751.769,31,/,Reconyx,yes,Skunk,Scrub,Valley,Yarkhun_Valley
690,297565.0808,4035807.03,31,/,Reconyx,yes,Skunk,Scrub,Cliff_base,Yarkhun_Valley
691,299670.4841,4036407.329,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
692,300581.6172,4035591.428,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
693,310844.8982,4040177.901,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
694,300924.2838,4031659.454,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
695,291230.5098,4039044.066,31,/,Reconyx,yes,Skunk,Barren,Valley,Yarkhun_Valley
696,290802.8899,4038158.528,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
697,288750.9149,4037632.335,31,/,Reconyx,yes,Skunk,Barren,Valley,Yarkhun_Valley
698,288395.9374,4038004.059,31,/,Reconyx,yes,Skunk,Barren,Valley,Yarkhun_Valley
699,284515.8507,4030884.838,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
700,285460.6145,4030691.496,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
701,287949.6715,4032972.586,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
702,287567.6284,4032395.794,31,/,Reconyx,yes,Skunk,Pasture,Draw,Yarkhun_Valley
703,278545.4369,4022908.62,31,/,Reconyx,yes,Skunk,Barren,Cliff_base,Yarkhun_Valley
704,280969.2945,4020203.651,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
705,293022.0664,4033399.161,31,/,Reconyx,yes,Skunk,Pasture,Saddle,Yarkhun_Valley
706,294000.9444,4033402.417,31,/,Reconyx,yes,Skunk,Barren,Valley,Yarkhun_Valley
707,290542.1276,4024933.01,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
708,289605.2627,4024296.277,31,/,Reconyx,yes,Skunk,Pasture,Draw,Yarkhun_Valley
709,288744.6189,4024139.584,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
710,288090.3418,4023681.516,31,/,Reconyx,yes,Skunk,Pasture,Draw,Yarkhun_Valley
711,486221.6445,3863381.004,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
712,485570.4478,3868834.295,12,/,Reconyx,no,none,Forest,SADDLE,Astore
713,485926.0244,3869357.834,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
714,486057.7307,3864077.451,11,/,Reconyx,no,none,Scrub,Cliff_base,Astore
715,490842.2695,3868424.043,11,/,Reconyx,no,none,Forest,RIDGE,Astore
716,499053.7907,3865798.045,11,/,Reconyx,no,none,Forest,DRAW,Astore
717,486085.5546,3863994.238,11,/,Reconyx,no,none,Scrub,VALLEY,Astore
718,499375.9646,3865539.189,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
719,497339.529,3867936.11,11,/,Reconyx,no,none,Forest,RIDGE,Astore
720,496984.4088,3867803.812,13,/,Reconyx,no,none,Forest,Cliff_base,Astore
721,491312.5995,3866944.903,11,/,Reconyx,no,none,Forest,RIDGE,Astore
722,493478.9401,3867251.166,11,/,Reconyx,no,none,Forest,VALLEY,Astore
723,492563.4159,3867298.109,11,/,Reconyx,no,none,Forest,VALLEY,Astore
724,493441.0887,3870993.921,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
725,496809.5348,3867988.734,11,/,Reconyx,no,none,Forest,RIDGE,Astore
726,499525.337,3859523.155,11,/,Reconyx,no,none,Scrub,Cliff_base,Astore
727,493467.8661,3869512.223,11,/,Reconyx,no,none,Forest,RIDGE,Astore
728,497797.8791,3864948.03,11,/,Reconyx,no,none,Forest,RIDGE,Astore
729,497721.8137,3865006.601,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
730,494789.9533,3866751.295,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
731,495545.6845,3866399.69,11,/,Reconyx,no,none,Pasture,Cliff_base,Astore
732,488865.9663,3869867.886,10,/,Reconyx,no,none,Pasture,RIDGE,Astore
733,488691.7201,3870468.713,10,/,Reconyx,no,none,Forest,Cliff_base,Astore
734,489084.8902,3868515.247,11,/,Reconyx,no,none,Forest,Cliff_base,Astore
735,488699.4759,3868549.65,11,/,Reconyx,no,none,Forest,VALLEY,Astore
