#PolyID,X,Y,Usage ,/,Topography,Habitats,Altitude
10,214995.0929,3242310.371,-,/,-,-,-
10,214917.6715,3242385.728,-,/,-,-,-
10,214911.5203,3242436.301,-,/,-,-,-
10,214887.5052,3242470.231,-,/,-,-,-
10,214864.6377,3242518.388,-,/,-,-,-
10,214864.3006,3242557.62,-,/,-,-,-
10,214870.8218,3242632.369,-,/,-,-,-
10,214873.7918,3242656.854,-,/,-,-,-
10,214821.1268,3242654.92,-,/,-,-,-
10,214768.0889,3242645.602,-,/,-,-,-
10,214719.673,3242735.056,-,/,-,-,-
10,214721.2275,3242817.49,-,/,-,-,-
10,214724.7422,3242892.92,-,/,-,-,-
10,214737.4462,3243039.899,-,/,-,-,-
10,214784.5339,3243143.248,-,/,-,-,-
11,212686.9161,3240853.761,2864.41,/,Valley_bottom,Scrubland,4755.41
11,212706.4266,3240886.267,-,/,-,-,-
11,212729.9298,3240888.843,-,/,-,-,-
11,212821.9403,3240810.875,-,/,-,-,-
11,212854.8555,3240801.866,-,/,-,-,-
11,212934.2558,3240792.737,-,/,-,-,-
11,213093.2951,3240786.024,-,/,-,-,-
11,213177.9948,3240792.949,-,/,-,-,-
11,213260.7059,3240813.744,-,/,-,-,-
11,213363.0012,3240823.746,-,/,-,-,-
11,213451.5933,3240865.359,-,/,-,-,-
11,213510.3302,3240901.669,-,/,-,-,-
11,213619.6236,3241027.93,-,/,-,-,-
11,213649.8574,3241046.487,-,/,-,-,-
11,213713.6053,3241080.081,-,/,-,-,-
11,213790.9742,3241119.905,-,/,-,-,-
11,213871.5331,3241174.932,-,/,-,-,-
11,213918.8391,3241227.845,-,/,-,-,-
11,213978.8121,3241289.03,-,/,-,-,-
11,214051.4144,3241313.93,-,/,-,-,-
11,214119.4076,3241367.976,-,/,-,-,-
11,214287.1031,3241495.059,-,/,-,-,-
11,214544.2056,3241408.357,-,/,-,-,-
11,214898.6578,3241294.814,-,/,-,-,-
12,217620.5017,3238839.222,1818.54,/,Ridgeline,Scrubland,4829.9
12,217593.2848,3238848.262,-,/,-,-,-
12,217556.0761,3238876.318,-,/,-,-,-
12,217497.9297,3238915.384,-,/,-,-,-
12,217439.2197,3238982.992,-,/,-,-,-
12,217404.3855,3239064.3,-,/,-,-,-
12,217320.111,3239203.168,-,/,-,-,-
12,217295.455,3239250.628,-,/,-,-,-
12,217269.8624,3239282.033,-,/,-,-,-
12,217251.5342,3239325.197,-,/,-,-,-
12,217245.2516,3239391.059,-,/,-,-,-
12,217221.8016,3239419.407,-,/,-,-,-
12,217213.2983,3239453.959,-,/,-,-,-
12,217211.2812,3239496.849,-,/,-,-,-
12,217200.1556,3239542.699,-,/,-,-,-
12,217182.08,3239611.755,-,/,-,-,-
12,217159.6665,3239660.135,-,/,-,-,-
12,217156.7572,3239864.019,-,/,-,-,-
12,217101.7891,3239987.07,-,/,-,-,-
12,217021.8518,3240010.639,-,/,-,-,-
12,216971.2757,3240031.815,-,/,-,-,-
12,216878.64,3240069.696,-,/,-,-,-
12,216842.4849,3240083.818,-,/,-,-,-
12,216776.9642,3240117.176,-,/,-,-,-
12,216706.8735,3240132.683,-,/,-,-,-
13,217544.7817,3240412.607,1187.03,/,Livestock_trail_Open,Grassland_Scrubland,4879.67
13,217522.7886,3240446.585,-,/,-,-,-
13,217466.1762,3240473.19,-,/,-,-,-
13,217437.7369,3240487.696,-,/,-,-,-
13,217403.1949,3240443.603,-,/,-,-,-
13,217374.5825,3240434.633,-,/,-,-,-
13,217339.8039,3240482.893,-,/,-,-,-
13,217342.2765,3240518.102,-,/,-,-,-
13,217342.5955,3240561.148,-,/,-,-,-
13,217316.5217,3240601.278,-,/,-,-,-
13,217273.1099,3240597.298,-,/,-,-,-
13,217239.2541,3240580.843,-,/,-,-,-
13,217202.3152,3240591.255,-,/,-,-,-
13,217143.4143,3240530.324,-,/,-,-,-
13,217103.4605,3240494.903,-,/,-,-,-
13,217064.7492,3240468.471,-,/,-,-,-
