FID,Field1,x,y,Rgd,Alt
1662,7832,231262.527200000010000,3154250.080999999800000,37.5334015,5288.0000000
1663,7833,232262.527200000010000,3154250.080999999800000,40.5929985,5469.0000000
1664,7834,233262.527200000010000,3154250.080999999800000,43.0764999,5097.0000000
1665,7835,234262.527200000010000,3154250.080999999800000,57.5124016,4572.0000000
1666,7836,235262.527200000010000,3154250.080999999800000,45.1908989,4228.0000000
1667,7837,236262.527200000010000,3154250.080999999800000,37.5485001,4176.0000000
1668,7838,237262.527200000010000,3154250.080999999800000,54.9994011,4357.0000000
1669,7839,238262.527200000010000,3154250.080999999800000,91.8242035,3996.0000000
1670,7840,239262.527200000010000,3154250.080999999800000,141.9129944,3305.0000000
1671,7841,240262.527200000010000,3154250.080999999800000,127.5690002,3073.0000000
1672,7842,241262.527200000010000,3154250.080999999800000,103.1679993,2868.0000000
1673,7845,244262.527200000010000,3154250.080999999800000,62.0130005,3357.0000000
1674,7846,245262.527200000010000,3154250.080999999800000,63.2663994,4089.0000000
1675,7847,246262.527200000010000,3154250.080999999800000,58.5293007,4259.0000000
1676,7848,247262.527200000010000,3154250.080999999800000,53.7178001,4622.0000000
1677,7849,248262.527200000010000,3154250.080999999800000,53.7905998,4267.0000000
1678,7850,249262.527200000010000,3154250.080999999800000,49.0901985,3693.0000000
1679,7851,250262.527200000010000,3154250.080999999800000,50.7369995,4189.0000000
1680,7852,251262.527200000010000,3154250.080999999800000,48.7300987,4643.0000000
1681,7853,252262.527200000010000,3154250.080999999800000,59.1185989,4806.0000000
1682,7854,253262.527200000010000,3154250.080999999800000,53.2380981,4068.0000000
1683,7855,254262.527200000010000,3154250.080999999800000,53.4057007,4402.0000000
1684,7856,255262.527200000010000,3154250.080999999800000,56.8554993,5071.0000000
1685,7857,256262.527200000010000,3154250.080999999800000,61.7206993,5168.0000000
1686,7858,257262.527200000010000,3154250.080999999800000,47.3848991,4470.0000000
1687,7859,258262.527200000010000,3154250.080999999800000,34.6940002,4595.0000000
1688,7860,259262.527200000010000,3154250.080999999800000,54.7265015,4872.0000000
1689,7861,260262.527200000010000,3154250.080999999800000,208.6250000,5576.0000000
1690,7863,262262.527200000010000,3154250.080999999800000,455.9989929,5922.0000000
1691,7865,264262.527200000010000,3154250.080999999800000,247.8650055,5408.0000000
1692,7866,265262.527200000010000,3154250.080999999800000,54.3590012,4531.0000000
1693,7867,266262.527200000010000,3154250.080999999800000,38.5800018,4223.0000000
1694,7868,267262.527200000010000,3154250.080999999800000,27.4748001,4151.0000000
1695,7869,268262.527200000010000,3154250.080999999800000,33.5060005,4172.0000000
1696,7870,269262.527200000010000,3154250.080999999800000,36.8581009,4214.0000000
1697,7871,270262.527200000010000,3154250.080999999800000,34.8508987,4015.0000000
1698,7872,271262.527200000010000,3154250.080999999800000,30.5457001,3932.0000000
1699,7873,272262.527200000010000,3154250.080999999800000,28.6193008,3859.0000000
1700,7874,273262.527200000010000,3154250.080999999800000,54.1409988,3901.0000000
1701,7875,274262.527200000010000,3154250.080999999800000,68.0330963,4302.0000000
1702,7876,275262.527200000010000,3154250.080999999800000,53.7140007,4719.0000000
1703,7877,276262.527200000010000,3154250.080999999800000,49.1880989,4949.0000000
1704,7878,277262.527200000010000,3154250.080999999800000,52.3142014,5066.0000000
1705,7879,278262.527200000010000,3154250.080999999800000,49.8415985,4648.0000000
1706,7880,279262.527200000010000,3154250.080999999800000,42.4168015,4354.0000000
1707,7881,280262.527200000010000,3154250.080999999800000,39.9726982,4293.0000000
1708,7882,281262.527200000010000,3154250.080999999800000,47.9916000,4098.0000000
1709,7883,282262.527200000010000,3154250.080999999800000,42.4454994,4038.0000000
1710,7884,283262.527200000010000,3154250.080999999800000,40.7560005,4018.0000000
1711,7885,284262.527200000010000,3154250.080999999800000,38.9263000,4060.0000000
1712,7886,285262.527200000010000,3154250.080999999800000,41.9488983,4006.0000000
1713,7887,286262.527200000010000,3154250.080999999800000,50.7503014,3921.0000000
1714,7888,287262.527200000010000,3154250.080999999800000,56.3769989,3708.0000000
1715,7889,288262.527200000010000,3154250.080999999800000,56.7196999,3621.0000000
1716,7890,289262.527200000010000,3154250.080999999800000,60.9856987,3267.0000000
1717,7894,293262.527200000010000,3154250.080999999800000,63.6738014,3189.0000000
1718,7895,294262.527200000010000,3154250.080999999800000,71.9921036,3959.0000000
1719,7896,295262.527200000010000,3154250.080999999800000,86.8256989,4817.0000000
1720,7897,296262.527200000010000,3154250.080999999800000,116.3199997,3948.0000000
1721,7898,297262.527200000010000,3154250.080999999800000,165.4239960,3162.0000000
1722,7899,298262.527200000010000,3154250.080999999800000,108.5279999,3778.0000000
1723,7900,299262.527200000010000,3154250.080999999800000,71.8720016,4263.0000000
1724,7901,300262.527200000010000,3154250.080999999800000,65.0214005,4030.0000000
1725,7902,301262.527200000010000,3154250.080999999800000,69.3376007,3951.0000000
1726,7903,302262.527200000010000,3154250.080999999800000,78.4702988,4087.0000000
1727,7904,303262.527200000010000,3154250.080999999800000,94.5455017,4664.0000000
1728,7905,304262.527200000010000,3154250.080999999800000,143.8220062,2938.0000000
1729,7906,305262.527200000010000,3154250.080999999800000,157.1159973,2796.0000000
1730,7907,306262.527200000010000,3154250.080999999800000,93.7789993,3829.0000000
1731,7908,307262.527200000010000,3154250.080999999800000,79.6919022,4355.0000000
1732,7909,308262.527200000010000,3154250.080999999800000,74.8737030,3974.0000000
1733,7910,309262.527200000010000,3154250.080999999800000,67.3797989,3770.0000000
1734,7911,310262.527200000010000,3154250.080999999800000,51.8368988,3332.0000000
1735,7912,311262.527200000010000,3154250.080999999800000,41.4309998,3203.0000000
1736,7913,312262.527200000010000,3154250.080999999800000,49.5985985,3506.0000000
1737,7914,313262.527200000010000,3154250.080999999800000,62.3786011,3861.0000000
1738,7915,314262.527200000010000,3154250.080999999800000,63.7821007,4550.0000000
1739,7916,315262.527200000010000,3154250.080999999800000,52.9263992,4654.0000000
1740,7917,316262.527200000010000,3154250.080999999800000,43.8331985,4638.0000000
1741,7918,317262.527200000010000,3154250.080999999800000,58.9844017,5355.0000000
1742,7919,318262.527200000010000,3154250.080999999800000,73.0723038,5763.0000000
1743,7921,320262.527200000010000,3154250.080999999800000,67.9016037,5905.0000000
1744,7922,321262.527200000010000,3154250.080999999800000,80.2774963,5270.0000000
1745,7923,322262.527200000010000,3154250.080999999800000,71.0250015,4806.0000000
1746,7924,323262.527200000010000,3154250.080999999800000,56.2000008,4399.0000000
1747,7925,324262.527200000010000,3154250.080999999800000,53.7538986,3896.0000000
1748,7926,325262.527200000010000,3154250.080999999800000,37.2169991,3370.0000000
1749,7927,326262.527200000010000,3154250.080999999800000,36.9003983,3484.0000000
1750,7928,327262.527200000010000,3154250.080999999800000,40.0341988,3871.0000000
1751,7929,328262.527200000010000,3154250.080999999800000,47.0679016,4209.0000000
1752,7930,329262.527200000010000,3154250.080999999800000,48.0493011,4809.0000000
1753,7931,330262.527200000010000,3154250.080999999800000,46.7929001,5264.0000000
1754,7932,331262.527200000010000,3154250.080999999800000,47.8437004,5736.0000000
1755,7933,332262.527200000010000,3154250.080999999800000,32.8153992,5455.0000000
1756,7934,333262.527200000010000,3154250.080999999800000,27.7935009,5326.0000000
1757,7935,334262.527200000010000,3154250.080999999800000,35.4704018,5359.0000000
1758,7936,335262.527200000010000,3154250.080999999800000,45.5028000,5512.0000000
1759,7937,336262.527200000010000,3154250.080999999800000,44.4726982,4898.0000000
1760,7938,337262.527200000010000,3154250.080999999800000,41.3951988,4923.0000000
1761,7939,338262.527200000010000,3154250.080999999800000,50.5755005,4928.0000000
1762,7940,339262.527200000010000,3154250.080999999800000,49.6679001,4424.0000000
1763,7941,340262.527200000010000,3154250.080999999800000,51.9150009,4122.0000000
1764,7942,341262.527200000010000,3154250.080999999800000,54.2692986,4035.0000000
1765,7943,342262.527200000010000,3154250.080999999800000,51.6875992,4107.0000000
1766,7944,343262.527200000010000,3154250.080999999800000,61.3198013,4882.0000000
1767,7945,344262.527200000010000,3154250.080999999800000,63.9037018,5287.0000000
1768,7946,345262.527200000010000,3154250.080999999800000,52.8951988,5219.0000000
1769,7947,346262.527200000010000,3154250.080999999800000,50.5196991,5224.0000000
1770,8048,226262.527200000010000,3155250.080999999800000,73.9026031,5579.0000000
1771,8049,227262.527200000010000,3155250.080999999800000,48.8451004,5091.0000000
1772,8050,228262.527200000010000,3155250.080999999800000,42.2289009,5008.0000000
1773,8051,229262.527200000010000,3155250.080999999800000,42.7291985,4914.0000000
1774,8052,230262.527200000010000,3155250.080999999800000,30.9508991,4901.0000000
1775,8053,231262.527200000010000,3155250.080999999800000,27.7191010,5002.0000000
1776,8054,232262.527200000010000,3155250.080999999800000,35.3984985,5194.0000000
1777,8055,233262.527200000010000,3155250.080999999800000,50.2354012,5000.0000000
1778,8056,234262.527200000010000,3155250.080999999800000,59.8530998,4363.0000000
1779,8057,235262.527200000010000,3155250.080999999800000,48.0079994,3814.0000000
1780,8058,236262.527200000010000,3155250.080999999800000,40.3041000,3702.0000000
1781,8059,237262.527200000010000,3155250.080999999800000,59.0211983,3948.0000000
1782,8060,238262.527200000010000,3155250.080999999800000,89.9162979,4215.0000000
1783,8061,239262.527200000010000,3155250.080999999800000,150.0290070,4062.0000000
1784,8062,240262.527200000010000,3155250.080999999800000,170.6660004,2941.0000000
1785,8063,241262.527200000010000,3155250.080999999800000,160.8580017,3345.0000000
1786,8065,243262.527200000010000,3155250.080999999800000,56.7835999,3285.0000000
1787,8066,244262.527200000010000,3155250.080999999800000,50.0209007,3275.0000000
1788,8067,245262.527200000010000,3155250.080999999800000,55.9669991,3950.0000000
1789,8068,246262.527200000010000,3155250.080999999800000,50.9616013,4191.0000000
1790,8069,247262.527200000010000,3155250.080999999800000,53.5559998,4491.0000000
1791,8070,248262.527200000010000,3155250.080999999800000,53.6926003,4475.0000000
1792,8071,249262.527200000010000,3155250.080999999800000,51.1101990,3972.0000000
1793,8072,250262.527200000010000,3155250.080999999800000,50.4901009,4422.0000000
1794,8073,251262.527200000010000,3155250.080999999800000,54.1180000,4915.0000000
1795,8074,252262.527200000010000,3155250.080999999800000,53.0167007,4202.0000000
1796,8075,253262.527200000010000,3155250.080999999800000,39.9030991,4031.0000000
1797,8076,254262.527200000010000,3155250.080999999800000,43.9110985,4405.0000000
1798,8077,255262.527200000010000,3155250.080999999800000,48.0318985,4769.0000000
1799,8078,256262.527200000010000,3155250.080999999800000,65.0933990,5220.0000000
1800,8079,257262.527200000010000,3155250.080999999800000,62.3274002,4838.0000000
1801,8080,258262.527200000010000,3155250.080999999800000,47.6422997,4660.0000000
1802,8081,259262.527200000010000,3155250.080999999800000,75.4068985,5229.0000000
1803,8082,260262.527200000010000,3155250.080999999800000,129.7890015,5920.0000000
1804,8086,264262.527200000010000,3155250.080999999800000,201.9689941,5465.0000000
1805,8087,265262.527200000010000,3155250.080999999800000,77.3229980,4901.0000000
1806,8088,266262.527200000010000,3155250.080999999800000,59.9542007,4599.0000000
1807,8089,267262.527200000010000,3155250.080999999800000,56.5521011,4629.0000000
1808,8090,268262.527200000010000,3155250.080999999800000,50.6566010,4736.0000000
1809,8091,269262.527200000010000,3155250.080999999800000,52.0261993,4735.0000000
1810,8092,270262.527200000010000,3155250.080999999800000,54.0382004,4610.0000000
1811,8093,271262.527200000010000,3155250.080999999800000,50.8101006,4499.0000000
1812,8094,272262.527200000010000,3155250.080999999800000,40.2812004,4054.0000000
1813,8095,273262.527200000010000,3155250.080999999800000,32.2571983,3747.0000000
1814,8096,274262.527200000010000,3155250.080999999800000,37.7380981,3775.0000000
1815,8097,275262.527200000010000,3155250.080999999800000,49.5073013,4261.0000000
1816,8098,276262.527200000010000,3155250.080999999800000,57.1458015,4350.0000000
1817,8099,277262.527200000010000,3155250.080999999800000,58.2482986,5004.0000000
1818,8100,278262.527200000010000,3155250.080999999800000,56.1523018,4825.0000000
1819,8101,279262.527200000010000,3155250.080999999800000,43.9668999,4298.0000000
1820,8102,280262.527200000010000,3155250.080999999800000,41.0966988,3989.0000000
1821,8103,281262.527200000010000,3155250.080999999800000,46.4435997,3659.0000000
1822,8104,282262.527200000010000,3155250.080999999800000,44.3492012,3578.0000000
1823,8105,283262.527200000010000,3155250.080999999800000,42.5705986,3502.0000000
1824,8106,284262.527200000010000,3155250.080999999800000,38.2174988,3761.0000000
1825,8107,285262.527200000010000,3155250.080999999800000,30.3796997,3719.0000000
1826,8108,286262.527200000010000,3155250.080999999800000,43.0068016,3537.0000000
1827,8109,287262.527200000010000,3155250.080999999800000,54.5261993,3128.0000000
1828,8110,288262.527200000010000,3155250.080999999800000,56.1710014,3001.0000000
1829,8111,289262.527200000010000,3155250.080999999800000,66.8946991,2900.0000000
1830,8114,292262.527200000010000,3155250.080999999800000,62.3363991,2909.0000000
1831,8115,293262.527200000010000,3155250.080999999800000,67.3170013,3224.0000000
1832,8116,294262.527200000010000,3155250.080999999800000,74.1723022,3943.0000000
1833,8117,295262.527200000010000,3155250.080999999800000,84.3088989,4868.0000000
1834,8118,296262.527200000010000,3155250.080999999800000,143.8789978,4200.0000000
1835,8119,297262.527200000010000,3155250.080999999800000,136.3750000,3793.0000000
1836,8120,298262.527200000010000,3155250.080999999800000,89.1518021,4240.0000000
1837,8121,299262.527200000010000,3155250.080999999800000,76.2418976,4868.0000000
1838,8122,300262.527200000010000,3155250.080999999800000,71.9051971,4558.0000000
1839,8123,301262.527200000010000,3155250.080999999800000,79.7035980,4820.0000000
1840,8124,302262.527200000010000,3155250.080999999800000,104.3649979,4791.0000000
1841,8125,303262.527200000010000,3155250.080999999800000,81.6247025,4816.0000000
1842,8126,304262.527200000010000,3155250.080999999800000,205.7920074,3991.0000000
1843,8127,305262.527200000010000,3155250.080999999800000,299.3940125,3230.0000000
1844,8128,306262.527200000010000,3155250.080999999800000,164.2039948,3672.0000000
1845,8129,307262.527200000010000,3155250.080999999800000,74.6513977,4501.0000000
1846,8130,308262.527200000010000,3155250.080999999800000,71.4390030,4783.0000000
1847,8131,309262.527200000010000,3155250.080999999800000,68.5724030,4563.0000000
1848,8132,310262.527200000010000,3155250.080999999800000,72.7518997,4249.0000000
1849,8133,311262.527200000010000,3155250.080999999800000,55.6393013,3277.0000000
1850,8134,312262.527200000010000,3155250.080999999800000,43.6416016,3209.0000000
1851,8135,313262.527200000010000,3155250.080999999800000,56.9509010,3863.0000000
1852,8136,314262.527200000010000,3155250.080999999800000,65.5243988,3914.0000000
1853,8137,315262.527200000010000,3155250.080999999800000,57.6847992,4304.0000000
1854,8138,316262.527200000010000,3155250.080999999800000,56.9165001,4925.0000000
1855,8139,317262.527200000010000,3155250.080999999800000,86.4597015,5671.0000000
1856,8140,318262.527200000010000,3155250.080999999800000,85.4644012,4860.0000000
1857,8141,319262.527200000010000,3155250.080999999800000,58.9631996,5380.0000000
1858,8142,320262.527200000010000,3155250.080999999800000,53.4147987,5371.0000000
1859,8143,321262.527200000010000,3155250.080999999800000,65.3694992,5038.0000000
1860,8144,322262.527200000010000,3155250.080999999800000,62.3972015,4197.0000000
1861,8145,323262.527200000010000,3155250.080999999800000,45.8515015,3855.0000000
1862,8146,324262.527200000010000,3155250.080999999800000,44.8955002,3588.0000000
1863,8147,325262.527200000010000,3155250.080999999800000,40.2314987,3335.0000000
1864,8148,326262.527200000010000,3155250.080999999800000,48.0760002,3682.0000000
1865,8149,327262.527200000010000,3155250.080999999800000,48.7827988,4162.0000000
1866,8150,328262.527200000010000,3155250.080999999800000,47.4143982,4557.0000000
1867,8151,329262.527200000010000,3155250.080999999800000,41.2975006,4987.0000000
1868,8152,330262.527200000010000,3155250.080999999800000,41.3134003,5061.0000000
1869,8153,331262.527200000010000,3155250.080999999800000,48.7412987,5355.0000000
1870,8154,332262.527200000010000,3155250.080999999800000,50.9460983,5655.0000000
1871,8155,333262.527200000010000,3155250.080999999800000,48.3759995,5480.0000000
1872,8156,334262.527200000010000,3155250.080999999800000,50.2765999,5178.0000000
1873,8157,335262.527200000010000,3155250.080999999800000,43.3947983,5027.0000000
1874,8158,336262.527200000010000,3155250.080999999800000,40.0789986,5120.0000000
1875,8159,337262.527200000010000,3155250.080999999800000,49.2205009,5423.0000000
1876,8160,338262.527200000010000,3155250.080999999800000,59.3153992,5451.0000000
1877,8161,339262.527200000010000,3155250.080999999800000,56.2703018,4739.0000000
1878,8162,340262.527200000010000,3155250.080999999800000,54.1677017,4742.0000000
1879,8163,341262.527200000010000,3155250.080999999800000,66.2237015,4972.0000000
1880,8164,342262.527200000010000,3155250.080999999800000,57.9457016,4211.0000000
1881,8165,343262.527200000010000,3155250.080999999800000,50.6729012,4327.0000000
1882,8166,344262.527200000010000,3155250.080999999800000,53.2132988,4797.0000000
1883,8167,345262.527200000010000,3155250.080999999800000,43.9113998,5291.0000000
1884,8168,346262.527200000010000,3155250.080999999800000,43.4431000,5465.0000000
1885,8268,225262.527200000010000,3156250.080999999800000,84.1578979,5840.0000000
1886,8269,226262.527200000010000,3156250.080999999800000,67.6691971,4900.0000000
1887,8270,227262.527200000010000,3156250.080999999800000,39.7929993,4610.0000000
1888,8271,228262.527200000010000,3156250.080999999800000,37.1677017,4577.0000000
1889,8272,229262.527200000010000,3156250.080999999800000,36.9900017,4609.0000000
1890,8273,230262.527200000010000,3156250.080999999800000,34.0082016,4674.0000000
1891,8274,231262.527200000010000,3156250.080999999800000,33.3144989,4856.0000000
1892,8275,232262.527200000010000,3156250.080999999800000,42.4971008,5219.0000000
1893,8276,233262.527200000010000,3156250.080999999800000,56.1301003,4783.0000000
1894,8277,234262.527200000010000,3156250.080999999800000,62.1297989,4057.0000000
1895,8278,235262.527200000010000,3156250.080999999800000,47.3853989,3439.0000000
1896,8279,236262.527200000010000,3156250.080999999800000,38.9249992,3241.0000000
1897,8280,237262.527200000010000,3156250.080999999800000,57.3148003,3287.0000000
1898,8281,238262.527200000010000,3156250.080999999800000,70.3063965,3838.0000000
1899,8282,239262.527200000010000,3156250.080999999800000,105.5500031,3381.0000000
1900,8286,243262.527200000010000,3156250.080999999800000,55.0222015,2963.0000000
1901,8287,244262.527200000010000,3156250.080999999800000,49.0312004,3055.0000000
1902,8288,245262.527200000010000,3156250.080999999800000,53.9928017,3475.0000000
1903,8289,246262.527200000010000,3156250.080999999800000,54.9588013,3637.0000000
1904,8290,247262.527200000010000,3156250.080999999800000,59.1390991,4091.0000000
1905,8291,248262.527200000010000,3156250.080999999800000,56.0080986,4397.0000000
1906,8292,249262.527200000010000,3156250.080999999800000,56.0541992,4553.0000000
1907,8293,250262.527200000010000,3156250.080999999800000,53.0738983,4551.0000000
1908,8294,251262.527200000010000,3156250.080999999800000,54.2014008,4355.0000000
1909,8295,252262.527200000010000,3156250.080999999800000,45.7132988,3873.0000000
1910,8296,253262.527200000010000,3156250.080999999800000,47.8204002,4015.0000000
1911,8297,254262.527200000010000,3156250.080999999800000,57.0247002,4552.0000000
1912,8298,255262.527200000010000,3156250.080999999800000,60.6403008,5039.0000000
1913,8299,256262.527200000010000,3156250.080999999800000,82.3547974,5852.0000000
1914,8300,257262.527200000010000,3156250.080999999800000,82.0440979,5367.0000000
1915,8301,258262.527200000010000,3156250.080999999800000,65.7162018,5233.0000000
1916,8302,259262.527200000010000,3156250.080999999800000,59.7440987,5651.0000000
1917,8308,265262.527200000010000,3156250.080999999800000,86.3611984,5681.0000000
1918,8309,266262.527200000010000,3156250.080999999800000,66.9794998,5499.0000000
1919,8310,267262.527200000010000,3156250.080999999800000,54.9721985,5447.0000000
1920,8311,268262.527200000010000,3156250.080999999800000,60.8740997,5322.0000000
1921,8312,269262.527200000010000,3156250.080999999800000,72.9804993,5332.0000000
1922,8313,270262.527200000010000,3156250.080999999800000,64.7539978,5189.0000000
1923,8314,271262.527200000010000,3156250.080999999800000,47.8293991,4780.0000000
1924,8315,272262.527200000010000,3156250.080999999800000,44.5886993,4273.0000000
1925,8316,273262.527200000010000,3156250.080999999800000,34.8470993,3934.0000000
1926,8317,274262.527200000010000,3156250.080999999800000,28.3967991,3645.0000000
1927,8318,275262.527200000010000,3156250.080999999800000,48.2030983,3721.0000000
1928,8319,276262.527200000010000,3156250.080999999800000,60.2792015,4523.0000000
1929,8320,277262.527200000010000,3156250.080999999800000,53.9505005,5007.0000000
1930,8321,278262.527200000010000,3156250.080999999800000,51.7291985,4461.0000000
1931,8322,279262.527200000010000,3156250.080999999800000,47.7669983,3920.0000000
1932,8323,280262.527200000010000,3156250.080999999800000,47.5488014,4059.0000000
1933,8324,281262.527200000010000,3156250.080999999800000,52.3373985,3603.0000000
1934,8325,282262.527200000010000,3156250.080999999800000,55.1772003,3190.0000000
1935,8326,283262.527200000010000,3156250.080999999800000,51.2517014,3198.0000000
1936,8327,284262.527200000010000,3156250.080999999800000,47.7319984,3468.0000000
1937,8328,285262.527200000010000,3156250.080999999800000,44.6515007,3643.0000000
1938,8329,286262.527200000010000,3156250.080999999800000,49.2464981,3455.0000000
1939,8330,287262.527200000010000,3156250.080999999800000,56.8391991,3070.0000000
1940,8335,292262.527200000010000,3156250.080999999800000,68.0055008,3287.0000000
1941,8336,293262.527200000010000,3156250.080999999800000,74.7129974,3944.0000000
1942,8337,294262.527200000010000,3156250.080999999800000,77.2529984,4329.0000000
1943,8338,295262.527200000010000,3156250.080999999800000,83.8592987,4936.0000000
1944,8339,296262.527200000010000,3156250.080999999800000,103.8860016,4434.0000000
1945,8340,297262.527200000010000,3156250.080999999800000,107.2730026,4316.0000000
1946,8341,298262.527200000010000,3156250.080999999800000,76.0121002,4994.0000000
1947,8342,299262.527200000010000,3156250.080999999800000,80.7665024,5168.0000000
1948,8343,300262.527200000010000,3156250.080999999800000,79.5589981,5356.0000000
1949,8344,301262.527200000010000,3156250.080999999800000,91.5863037,5664.0000000
1950,8345,302262.527200000010000,3156250.080999999800000,112.2850037,4655.0000000
1951,8346,303262.527200000010000,3156250.080999999800000,88.7730026,4664.0000000
1952,8347,304262.527200000010000,3156250.080999999800000,136.3130035,3989.0000000
1953,8349,306262.527200000010000,3156250.080999999800000,277.3099976,4038.0000000
1954,8350,307262.527200000010000,3156250.080999999800000,88.9196014,4636.0000000
1955,8351,308262.527200000010000,3156250.080999999800000,62.9634018,5134.0000000
1956,8352,309262.527200000010000,3156250.080999999800000,88.1958008,4865.0000000
1957,8353,310262.527200000010000,3156250.080999999800000,101.0530014,4399.0000000
1958,8354,311262.527200000010000,3156250.080999999800000,66.4929962,3827.0000000
1959,8355,312262.527200000010000,3156250.080999999800000,46.2710991,3225.0000000
1960,8356,313262.527200000010000,3156250.080999999800000,41.7753983,3234.0000000
1961,8357,314262.527200000010000,3156250.080999999800000,58.0116005,3922.0000000
1962,8358,315262.527200000010000,3156250.080999999800000,65.3312988,4636.0000000
1963,8359,316262.527200000010000,3156250.080999999800000,60.9436989,4904.0000000
1964,8360,317262.527200000010000,3156250.080999999800000,66.3526993,4882.0000000
1965,8361,318262.527200000010000,3156250.080999999800000,62.8684998,5023.0000000
1966,8362,319262.527200000010000,3156250.080999999800000,45.9183998,5003.0000000
1967,8363,320262.527200000010000,3156250.080999999800000,57.6400986,5549.0000000
1968,8364,321262.527200000010000,3156250.080999999800000,68.5261002,4917.0000000
1969,8365,322262.527200000010000,3156250.080999999800000,60.2226982,4234.0000000
1970,8366,323262.527200000010000,3156250.080999999800000,56.5377998,3929.0000000
1971,8367,324262.527200000010000,3156250.080999999800000,58.6869011,3980.0000000
1972,8368,325262.527200000010000,3156250.080999999800000,54.3330002,3491.0000000
1973,8369,326262.527200000010000,3156250.080999999800000,53.2524986,3651.0000000
1974,8370,327262.527200000010000,3156250.080999999800000,49.3060989,4184.0000000
1975,8371,328262.527200000010000,3156250.080999999800000,49.8465996,4508.0000000
1976,8372,329262.527200000010000,3156250.080999999800000,49.6831017,5046.0000000
1977,8373,330262.527200000010000,3156250.080999999800000,49.4229012,5461.0000000
1978,8374,331262.527200000010000,3156250.080999999800000,50.5992012,5498.0000000
1979,8375,332262.527200000010000,3156250.080999999800000,52.8787994,5576.0000000
1980,8376,333262.527200000010000,3156250.080999999800000,43.2788010,5020.0000000
1981,8377,334262.527200000010000,3156250.080999999800000,32.4431992,4760.0000000
1982,8378,335262.527200000010000,3156250.080999999800000,30.4585991,4848.0000000
1983,8379,336262.527200000010000,3156250.080999999800000,40.4691010,5077.0000000
1984,8380,337262.527200000010000,3156250.080999999800000,46.8442001,5503.0000000
1985,8381,338262.527200000010000,3156250.080999999800000,56.3438988,5717.0000000
1986,8382,339262.527200000010000,3156250.080999999800000,58.6875000,4796.0000000
1987,8383,340262.527200000010000,3156250.080999999800000,49.5657997,4969.0000000
1988,8384,341262.527200000010000,3156250.080999999800000,49.8795013,5317.0000000
1989,8385,342262.527200000010000,3156250.080999999800000,56.1057014,4750.0000000
1990,8386,343262.527200000010000,3156250.080999999800000,48.1581993,4210.0000000
1991,8387,344262.527200000010000,3156250.080999999800000,45.8148003,4548.0000000
1992,8388,345262.527200000010000,3156250.080999999800000,43.9879990,4993.0000000
1993,8389,346262.527200000010000,3156250.080999999800000,40.5695000,5205.0000000
1994,8488,224262.527200000010000,3157250.080999999800000,71.2891998,5630.0000000
1995,8489,225262.527200000010000,3157250.080999999800000,83.3940964,5414.0000000
1996,8490,226262.527200000010000,3157250.080999999800000,61.7448997,4405.0000000
1997,8491,227262.527200000010000,3157250.080999999800000,36.7914009,4167.0000000
1998,8492,228262.527200000010000,3157250.080999999800000,38.0797997,4281.0000000
1999,8493,229262.527200000010000,3157250.080999999800000,43.8269997,4348.0000000
2000,8494,230262.527200000010000,3157250.080999999800000,37.8297997,4646.0000000
2001,8495,231262.527200000010000,3157250.080999999800000,38.7148018,4725.0000000
2002,8496,232262.527200000010000,3157250.080999999800000,49.5992012,4710.0000000
2003,8497,233262.527200000010000,3157250.080999999800000,56.5372009,4441.0000000
2004,8498,234262.527200000010000,3157250.080999999800000,64.0904999,4140.0000000
2005,8499,235262.527200000010000,3157250.080999999800000,57.3123016,3285.0000000
2006,8500,236262.527200000010000,3157250.080999999800000,36.8216019,2849.0000000
2007,8501,237262.527200000010000,3157250.080999999800000,51.2747002,2822.0000000
2008,8502,238262.527200000010000,3157250.080999999800000,66.7631989,3427.0000000
2009,8503,239262.527200000010000,3157250.080999999800000,60.9127007,3198.0000000
2010,8504,240262.527200000010000,3157250.080999999800000,63.6792984,2874.0000000
2011,8509,245262.527200000010000,3157250.080999999800000,75.5994034,2878.0000000
2012,8510,246262.527200000010000,3157250.080999999800000,81.7713013,3342.0000000
2013,8511,247262.527200000010000,3157250.080999999800000,71.7734985,3670.0000000
2014,8512,248262.527200000010000,3157250.080999999800000,60.7162018,3800.0000000
2015,8513,249262.527200000010000,3157250.080999999800000,58.3479004,4056.0000000
2016,8514,250262.527200000010000,3157250.080999999800000,52.7336006,4027.0000000
2017,8515,251262.527200000010000,3157250.080999999800000,48.8055000,3669.0000000
2018,8516,252262.527200000010000,3157250.080999999800000,44.1231003,3876.0000000
2019,8517,253262.527200000010000,3157250.080999999800000,58.0022011,4082.0000000
2020,8518,254262.527200000010000,3157250.080999999800000,58.1338997,4896.0000000
2021,8519,255262.527200000010000,3157250.080999999800000,58.0713005,5327.0000000
2022,8523,259262.527200000010000,3157250.080999999800000,37.0660019,5748.0000000
2023,8528,264262.527200000010000,3157250.080999999800000,62.4519997,5588.0000000
2024,8529,265262.527200000010000,3157250.080999999800000,64.3192978,5540.0000000
2025,8530,266262.527200000010000,3157250.080999999800000,62.1049995,5380.0000000
2026,8531,267262.527200000010000,3157250.080999999800000,55.1801987,5128.0000000
2027,8532,268262.527200000010000,3157250.080999999800000,69.0511017,4887.0000000
2028,8533,269262.527200000010000,3157250.080999999800000,88.5568008,5377.0000000
