FID,Field1,x,y,Rgd,Alt
376,3907,284262.527200000010000,3136250.080999999800000,53.7770004,4485.0000000
377,3908,285262.527200000010000,3136250.080999999800000,56.1972008,4067.0000000
378,3909,286262.527200000010000,3136250.080999999800000,55.0680008,3551.0000000
379,3910,287262.527200000010000,3136250.080999999800000,55.1772003,3237.0000000
380,3911,288262.527200000010000,3136250.080999999800000,55.1007996,2904.0000000
381,3922,299262.527200000010000,3136250.080999999800000,71.3498001,2869.0000000
382,3923,300262.527200000010000,3136250.080999999800000,71.4367981,3055.0000000
383,3924,301262.527200000010000,3136250.080999999800000,67.3460007,3308.0000000
384,3925,302262.527200000010000,3136250.080999999800000,63.8266983,3931.0000000
385,3926,303262.527200000010000,3136250.080999999800000,61.5280991,4542.0000000
386,3927,304262.527200000010000,3136250.080999999800000,61.1473999,4403.0000000
387,3928,305262.527200000010000,3136250.080999999800000,50.4594002,4494.0000000
388,3929,306262.527200000010000,3136250.080999999800000,62.2681007,5032.0000000
389,3930,307262.527200000010000,3136250.080999999800000,74.5388031,5769.0000000
390,3931,308262.527200000010000,3136250.080999999800000,55.5225983,5643.0000000
391,3932,309262.527200000010000,3136250.080999999800000,39.0046997,5392.0000000
392,3933,310262.527200000010000,3136250.080999999800000,64.4253006,5867.0000000
393,3936,313262.527200000010000,3136250.080999999800000,63.3303986,5838.0000000
394,3937,314262.527200000010000,3136250.080999999800000,74.6731033,5992.0000000
395,3940,317262.527200000010000,3136250.080999999800000,63.0457993,5902.0000000
396,3941,318262.527200000010000,3136250.080999999800000,55.2047997,5472.0000000
397,3942,319262.527200000010000,3136250.080999999800000,67.0515976,5413.0000000
398,3943,320262.527200000010000,3136250.080999999800000,71.2764969,5762.0000000
399,3944,321262.527200000010000,3136250.080999999800000,56.0830002,5344.0000000
400,3945,322262.527200000010000,3136250.080999999800000,51.9522018,4861.0000000
401,3946,323262.527200000010000,3136250.080999999800000,43.4056015,4297.0000000
402,3947,324262.527200000010000,3136250.080999999800000,50.4510002,3988.0000000
403,3948,325262.527200000010000,3136250.080999999800000,49.2471008,4604.0000000
404,3949,326262.527200000010000,3136250.080999999800000,48.3891983,4814.0000000
405,3950,327262.527200000010000,3136250.080999999800000,51.9388008,4938.0000000
406,3951,328262.527200000010000,3136250.080999999800000,55.7887001,4860.0000000
407,3952,329262.527200000010000,3136250.080999999800000,59.3560982,4524.0000000
408,3953,330262.527200000010000,3136250.080999999800000,54.9180984,4332.0000000
409,3954,331262.527200000010000,3136250.080999999800000,57.0803986,4483.0000000
410,3955,332262.527200000010000,3136250.080999999800000,56.7845993,4775.0000000
411,3956,333262.527200000010000,3136250.080999999800000,53.6538010,4381.0000000
412,3957,334262.527200000010000,3136250.080999999800000,53.8232994,4114.0000000
413,3958,335262.527200000010000,3136250.080999999800000,53.6478996,3685.0000000
414,3959,336262.527200000010000,3136250.080999999800000,52.5005989,3118.0000000
415,3960,337262.527200000010000,3136250.080999999800000,60.5004005,2784.0000000
416,3962,339262.527200000010000,3136250.080999999800000,66.3401031,2780.0000000
417,3963,340262.527200000010000,3136250.080999999800000,59.8884010,3638.0000000
418,3964,341262.527200000010000,3136250.080999999800000,53.6050987,4051.0000000
419,4121,277262.527200000010000,3137250.080999999800000,53.0134010,4155.0000000
420,4122,278262.527200000010000,3137250.080999999800000,55.0046997,3812.0000000
421,4123,279262.527200000010000,3137250.080999999800000,58.5163994,4344.0000000
422,4124,280262.527200000010000,3137250.080999999800000,45.8760986,3937.0000000
423,4125,281262.527200000010000,3137250.080999999800000,47.2061005,4302.0000000
424,4126,282262.527200000010000,3137250.080999999800000,46.9822998,4742.0000000
425,4127,283262.527200000010000,3137250.080999999800000,48.5418015,4351.0000000
426,4128,284262.527200000010000,3137250.080999999800000,54.0668983,3946.0000000
427,4129,285262.527200000010000,3137250.080999999800000,55.1626015,3858.0000000
428,4130,286262.527200000010000,3137250.080999999800000,55.6650009,4007.0000000
429,4131,287262.527200000010000,3137250.080999999800000,55.0149002,3702.0000000
430,4132,288262.527200000010000,3137250.080999999800000,55.7930984,3357.0000000
431,4133,289262.527200000010000,3137250.080999999800000,57.3423996,2861.0000000
432,4141,297262.527200000010000,3137250.080999999800000,80.7009964,2966.0000000
433,4143,299262.527200000010000,3137250.080999999800000,82.6271973,3166.0000000
434,4144,300262.527200000010000,3137250.080999999800000,78.1692963,3743.0000000
435,4145,301262.527200000010000,3137250.080999999800000,73.9417038,3406.0000000
436,4146,302262.527200000010000,3137250.080999999800000,65.2518005,3761.0000000
437,4147,303262.527200000010000,3137250.080999999800000,58.0065994,4283.0000000
438,4148,304262.527200000010000,3137250.080999999800000,55.2891006,4861.0000000
439,4149,305262.527200000010000,3137250.080999999800000,49.9487000,5040.0000000
440,4150,306262.527200000010000,3137250.080999999800000,52.6764984,5238.0000000
441,4151,307262.527200000010000,3137250.080999999800000,53.9496994,4955.0000000
442,4152,308262.527200000010000,3137250.080999999800000,45.4896011,4986.0000000
443,4153,309262.527200000010000,3137250.080999999800000,31.3477001,5299.0000000
444,4154,310262.527200000010000,3137250.080999999800000,51.0798988,5554.0000000
445,4160,316262.527200000010000,3137250.080999999800000,53.7765999,5926.0000000
446,4161,317262.527200000010000,3137250.080999999800000,56.4972000,5522.0000000
447,4162,318262.527200000010000,3137250.080999999800000,40.6306992,5097.0000000
448,4163,319262.527200000010000,3137250.080999999800000,45.7556000,4955.0000000
449,4164,320262.527200000010000,3137250.080999999800000,54.0379982,5247.0000000
450,4165,321262.527200000010000,3137250.080999999800000,44.1525002,4896.0000000
451,4166,322262.527200000010000,3137250.080999999800000,45.2795982,4479.0000000
452,4167,323262.527200000010000,3137250.080999999800000,47.1941986,4128.0000000
453,4168,324262.527200000010000,3137250.080999999800000,50.3317986,4662.0000000
454,4169,325262.527200000010000,3137250.080999999800000,47.5954018,4903.0000000
455,4170,326262.527200000010000,3137250.080999999800000,51.0917015,5072.0000000
456,4171,327262.527200000010000,3137250.080999999800000,49.8026009,4949.0000000
457,4172,328262.527200000010000,3137250.080999999800000,65.7483978,5468.0000000
458,4173,329262.527200000010000,3137250.080999999800000,71.7524033,5168.0000000
459,4174,330262.527200000010000,3137250.080999999800000,58.3357010,5041.0000000
460,4175,331262.527200000010000,3137250.080999999800000,49.9028015,4669.0000000
461,4176,332262.527200000010000,3137250.080999999800000,51.6355019,5022.0000000
462,4177,333262.527200000010000,3137250.080999999800000,57.4043007,4950.0000000
463,4178,334262.527200000010000,3137250.080999999800000,62.1787987,4249.0000000
464,4179,335262.527200000010000,3137250.080999999800000,55.7307014,3792.0000000
465,4180,336262.527200000010000,3137250.080999999800000,50.9571991,3351.0000000
466,4181,337262.527200000010000,3137250.080999999800000,51.1250992,2952.0000000
467,4184,340262.527200000010000,3137250.080999999800000,53.4117012,3219.0000000
468,4185,341262.527200000010000,3137250.080999999800000,46.2564011,3596.0000000
469,4186,342262.527200000010000,3137250.080999999800000,46.8602982,4084.0000000
470,4341,276262.527200000010000,3138250.080999999800000,54.3848991,4865.0000000
471,4342,277262.527200000010000,3138250.080999999800000,57.0155983,4319.0000000
472,4343,278262.527200000010000,3138250.080999999800000,58.7286987,4209.0000000
473,4344,279262.527200000010000,3138250.080999999800000,59.1679993,4760.0000000
474,4345,280262.527200000010000,3138250.080999999800000,47.2252998,4232.0000000
475,4346,281262.527200000010000,3138250.080999999800000,50.2370987,4474.0000000
476,4347,282262.527200000010000,3138250.080999999800000,46.6231995,4685.0000000
477,4348,283262.527200000010000,3138250.080999999800000,49.7788010,4545.0000000
478,4349,284262.527200000010000,3138250.080999999800000,50.5886993,4555.0000000
479,4350,285262.527200000010000,3138250.080999999800000,50.1300011,4411.0000000
480,4351,286262.527200000010000,3138250.080999999800000,53.4062996,3834.0000000
481,4352,287262.527200000010000,3138250.080999999800000,52.4976006,3462.0000000
482,4353,288262.527200000010000,3138250.080999999800000,54.7123985,3311.0000000
483,4354,289262.527200000010000,3138250.080999999800000,58.7737999,2982.0000000
484,4362,297262.527200000010000,3138250.080999999800000,64.9803009,2893.0000000
485,4363,298262.527200000010000,3138250.080999999800000,73.8051987,3228.0000000
486,4364,299262.527200000010000,3138250.080999999800000,78.4089966,3183.0000000
487,4365,300262.527200000010000,3138250.080999999800000,73.9730988,3985.0000000
488,4366,301262.527200000010000,3138250.080999999800000,73.0505981,3971.0000000
489,4367,302262.527200000010000,3138250.080999999800000,64.5009995,3654.0000000
490,4368,303262.527200000010000,3138250.080999999800000,53.5798988,4142.0000000
491,4369,304262.527200000010000,3138250.080999999800000,44.7617989,4450.0000000
492,4370,305262.527200000010000,3138250.080999999800000,39.4089012,4629.0000000
493,4371,306262.527200000010000,3138250.080999999800000,41.8797989,4895.0000000
494,4372,307262.527200000010000,3138250.080999999800000,38.8797989,4566.0000000
495,4373,308262.527200000010000,3138250.080999999800000,47.2823982,4582.0000000
496,4374,309262.527200000010000,3138250.080999999800000,56.3773003,5071.0000000
497,4375,310262.527200000010000,3138250.080999999800000,58.5400009,5673.0000000
498,4377,312262.527200000010000,3138250.080999999800000,87.1754990,5628.0000000
499,4378,313262.527200000010000,3138250.080999999800000,105.7129974,4932.0000000
500,4379,314262.527200000010000,3138250.080999999800000,103.1210022,5309.0000000
501,4381,316262.527200000010000,3138250.080999999800000,48.5014992,5619.0000000
502,4382,317262.527200000010000,3138250.080999999800000,50.9669991,4966.0000000
503,4383,318262.527200000010000,3138250.080999999800000,39.3348999,4717.0000000
504,4384,319262.527200000010000,3138250.080999999800000,37.9995995,4685.0000000
505,4385,320262.527200000010000,3138250.080999999800000,39.0163002,4903.0000000
506,4386,321262.527200000010000,3138250.080999999800000,33.7066994,4599.0000000
507,4387,322262.527200000010000,3138250.080999999800000,41.3045006,4291.0000000
508,4388,323262.527200000010000,3138250.080999999800000,50.6810989,4678.0000000
509,4389,324262.527200000010000,3138250.080999999800000,55.2652016,5097.0000000
510,4390,325262.527200000010000,3138250.080999999800000,55.2929001,5288.0000000
511,4391,326262.527200000010000,3138250.080999999800000,51.8774986,4747.0000000
512,4392,327262.527200000010000,3138250.080999999800000,50.4478989,4605.0000000
513,4393,328262.527200000010000,3138250.080999999800000,69.3231964,4764.0000000
514,4394,329262.527200000010000,3138250.080999999800000,78.5804977,5040.0000000
515,4395,330262.527200000010000,3138250.080999999800000,61.0738983,4990.0000000
516,4396,331262.527200000010000,3138250.080999999800000,44.7489014,4488.0000000
517,4397,332262.527200000010000,3138250.080999999800000,42.9681015,4652.0000000
518,4398,333262.527200000010000,3138250.080999999800000,50.8554001,4209.0000000
519,4399,334262.527200000010000,3138250.080999999800000,56.2627983,3735.0000000
520,4400,335262.527200000010000,3138250.080999999800000,46.2668991,3345.0000000
521,4401,336262.527200000010000,3138250.080999999800000,42.7380981,3037.0000000
522,4402,337262.527200000010000,3138250.080999999800000,42.0975990,2875.0000000
523,4405,340262.527200000010000,3138250.080999999800000,52.4127007,2874.0000000
524,4406,341262.527200000010000,3138250.080999999800000,43.5680008,3392.0000000
525,4407,342262.527200000010000,3138250.080999999800000,40.5070000,3806.0000000
526,4561,275262.527200000010000,3139250.080999999800000,55.8713989,5025.0000000
527,4562,276262.527200000010000,3139250.080999999800000,45.9459000,4708.0000000
528,4563,277262.527200000010000,3139250.080999999800000,52.4967995,4643.0000000
529,4564,278262.527200000010000,3139250.080999999800000,54.2184982,4925.0000000
530,4565,279262.527200000010000,3139250.080999999800000,53.4734993,5005.0000000
531,4566,280262.527200000010000,3139250.080999999800000,48.2417984,4671.0000000
532,4567,281262.527200000010000,3139250.080999999800000,52.5453987,4771.0000000
533,4568,282262.527200000010000,3139250.080999999800000,48.9735985,4883.0000000
534,4569,283262.527200000010000,3139250.080999999800000,43.2116013,4384.0000000
535,4570,284262.527200000010000,3139250.080999999800000,43.2524986,4162.0000000
536,4571,285262.527200000010000,3139250.080999999800000,51.3226013,3902.0000000
537,4572,286262.527200000010000,3139250.080999999800000,59.8018990,3594.0000000
538,4573,287262.527200000010000,3139250.080999999800000,57.8459015,3078.0000000
539,4574,288262.527200000010000,3139250.080999999800000,56.3602982,2970.0000000
540,4575,289262.527200000010000,3139250.080999999800000,62.1030998,2824.0000000
541,4581,295262.527200000010000,3139250.080999999800000,66.4345016,2969.0000000
542,4584,298262.527200000010000,3139250.080999999800000,66.5234985,2867.0000000
543,4585,299262.527200000010000,3139250.080999999800000,66.6577988,3424.0000000
544,4586,300262.527200000010000,3139250.080999999800000,61.0131989,4037.0000000
545,4587,301262.527200000010000,3139250.080999999800000,62.0059013,4478.0000000
546,4588,302262.527200000010000,3139250.080999999800000,64.7447968,4001.0000000
547,4589,303262.527200000010000,3139250.080999999800000,56.9743004,3707.0000000
548,4590,304262.527200000010000,3139250.080999999800000,45.5756989,3976.0000000
549,4591,305262.527200000010000,3139250.080999999800000,36.1409988,4260.0000000
550,4592,306262.527200000010000,3139250.080999999800000,35.9272995,4294.0000000
551,4593,307262.527200000010000,3139250.080999999800000,46.0376015,4203.0000000
552,4594,308262.527200000010000,3139250.080999999800000,67.0223999,4709.0000000
553,4595,309262.527200000010000,3139250.080999999800000,88.5764008,5618.0000000
554,4597,311262.527200000010000,3139250.080999999800000,89.8141022,5417.0000000
555,4598,312262.527200000010000,3139250.080999999800000,63.0696983,4835.0000000
556,4599,313262.527200000010000,3139250.080999999800000,71.3861008,4431.0000000
557,4600,314262.527200000010000,3139250.080999999800000,86.3263016,5058.0000000
558,4602,316262.527200000010000,3139250.080999999800000,50.7265015,5790.0000000
559,4603,317262.527200000010000,3139250.080999999800000,58.5330009,5213.0000000
560,4604,318262.527200000010000,3139250.080999999800000,51.1285019,5208.0000000
561,4605,319262.527200000010000,3139250.080999999800000,38.4045982,4637.0000000
562,4606,320262.527200000010000,3139250.080999999800000,26.3824005,4541.0000000
563,4607,321262.527200000010000,3139250.080999999800000,40.2118988,4454.0000000
